id,datetime,location,text,rating,accessibility,facility,activity,english_translation,aspects,sentiment,real_aspect
85b7bc0418ca4366bb50a8c8b9b7aeb1,2022-03-15 12:24:43,Curug Tilu Leuwi Opat,"Akses jalan masih setengah jelek.. Tempat sampah minim, jadi banyak yg buang sampah sembarangan atau memang sudah kebiasaan.
Tempat ok.",4,negative,neutral,positive,"The road access is still half bad. Trash cans are minimal, so many people litter or it's just their habit. The place is okay.","road, crowd, place","negative, negative, neutral","road, people, place"
c1201a80ae5048e5998920dedef2d021,2019-02-15 14:20:47,Situ Ciburuy,"Pemandangan yg sangat indah apalagi saat matahari terbenam
Sayang mohon penataan nya untuk pak gubernur agar lebih terlihat menakjubkan",4,neutral,neutral,positive,"The view is very beautiful, especially at sunset.
Dear, please arrange it for the governor to make it look more amazing.","view, beauty","positive, neutral","view, amazing"
304006132d0a4a06aa9b66338dfdc10e,2022-02-15 14:09:09,Curug Cimahi / Curug Pelangi,"Adem, cocok buat yg nyari suasana adem sekaligus tantangan karena kera liar yg sewaktu waktu menghampiri pengunjung, bikin seru pokonya",4,neutral,neutral,positive,"Suitable for those looking for a cool atmosphere and a challenge, as wild monkeys may approach visitors at any time, making it exciting.","atmosphere, crowd, safety","positive, positive, positive","atmosphere, monkeys, exciting"
97b5beb0ba2548feac4dbeb28b4d4ada,2020-02-23 18:05:14,Gunung Tangkuban Parahu,"Kalau ke bandung,  tidak kesini belum lengkap rasanya...
Seperti makan nasi tidak ada sambelnya... Kurang nendang rasanya... Duoozzz...",5,neutral,neutral,neutral,"If you go to Bandung, it doesn't feel complete without coming here... It's like eating rice without chili sauce... It doesn't have that kick... Duoozzz...",place,negative,here
c32f07b0273040a3b49ecc0ef252ab1b,2019-02-23 18:23:09,Terminal Wisata Grafika Cikole,"Must visit place in Lembang Bandung, semua sudut Keren dan Instagramable bgt, toilet bersih, mushola tersedia, servicenya excellent👍👍 …",5,neutral,positive,positive,"A must-visit place in Lembang, Bandung. Every corner is cool and very Instagrammable. The toilet is clean, a prayer room is available, and the service is excellent 👍👍.","place, restroom, facility, service","positive, positive, positive, positive","place, toilet, prayer room, service"
f38529104be44586ae390dbc4b3fc04d,2022-05-23 18:04:07,Gunung Tangkuban Parahu,"Tempat wisata di Lembang,udara sejuk cuma agak bau belerang, bnyk cemilan dan bnyk yg jual souvernir,berkabut bgt ,harus hati2 klo jalan",5,neutral,positive,positive,"Tourist spot in Lembang, cool air but a bit sulfuric smell, lots of snacks and many souvenir sellers, very foggy, must be careful when walking","spot, air, souvenir, weather, walking","positive, positive, negative, positive, positive","spot, air, sulfuric, snacks, souvenir"
c095885cc691475380c9bbf907d8d00b,2020-02-23 18:22:09,Terminal Wisata Grafika Cikole,"The best place, lumayan trackingnya nanjak dan turunannya, viewnya oke banget walaupun rame kalo hari libur...
Overall keren banget.....",5,neutral,neutral,positive,"The best place, the trekking is moderately uphill and downhill, the view is really great even though it's crowded on holidays... Overall, it's really cool.....","place, trail, view, crowd","positive, neutral, positive, negative","place, trekking, view, holidays"
4730af4a46f8415599061198e34b4e1c,2020-02-15 13:49:06,Curug Maribaya,"Tempatnya rindang karena pohonnya yang banyak, gaya bangunannya juga bagus. Saat liburan akhir tahun 2019 terbilang cukup sepi tempatnya",4,neutral,neutral,positive,"The place is shady because of the many trees, and the building style is also good. It was quite quiet during the year-end holiday in 2019.","place, place, quietness, architecture","neutral, neutral, positive, positive","place, trees, quiet, building"
ba6bca43658e406892e44b04ebcb6da5,2020-02-15 13:23:22,Gunung Putri Lembang,Tempat camping yang cukup strategis. Tersedia lahan parkir yang banyak. Pemandangan cukup memukau mata. Trackingnya tidak terlalu terjal,4,positive,positive,positive,A quite strategic campsite. Plenty of parking space available. The view is quite stunning. The trekking is not too steep.,"place, parking, view, trail","positive, positive, positive, positive","campsite, parking, view, trekking"
8daedeb75c9d4c8bbd36f6c339bc44aa,2019-02-15 13:22:54,Gunung Putri Lembang,"Bagus nih untuk pemula ga terlalu jauh track nya, untuk camping juga enak, cuma toiletnya akan lebih baik kalau dijaga kebersihannya 👍 …",4,neutral,negative,positive,"This is good for beginners, the track isn't too far, and it's also nice for camping. It would be better if the toilets were kept cleaner 👍","trail, accommodation, restroom","positive, positive, negative","track, camping, toilets"
945e580902984c75bfcd5fd18c1b0c23,2019-02-15 13:30:02,Stone Garden,Stone Garden.. kebanggaan Vandung Barat.. View Luar biasa.. udara sejuk.. fasilitas lengkap dan terjangkau.. siapa saja bisaberkunjung..,5,neutral,positive,positive,Stone Garden.. pride of West Bandung.. Amazing view.. cool air.. complete and affordable facilities.. anyone can visit..,"attraction, view, air, facility","positive, positive, positive, positive","Stone Garden, view, air, facilities"
5ba7b6e591754988b3fc46022903b9a0,2022-02-15 14:08:59,Curug Cimahi / Curug Pelangi,"Sangat menyejukkan ketika berada di sekitar Curug Cimahi,pikiran yang penat permasalahan yang rumit seketika hilang saat berada disana,,",4,neutral,neutral,positive,"It's very refreshing to be around Curug Cimahi, tired thoughts and complicated problems instantly disappear when you're there.","nature, atmosphere","positive, positive","Curug Cimahi, there"
eba1c608b42e488b9063e5dbbc9cd475,2020-02-15 14:05:09,Curug Layung Camp Situ Lembang,"Tempat bagus dan nyaman , Tapi sayang untuk air tergun kurang terawat karena kurang nya kesadaran pengunjung yg buang sampah sembarangan",4,neutral,neutral,positive,"Nice and comfortable place, but unfortunately the waterfall is poorly maintained due to visitors' lack of awareness in littering.","place, maintenance, crowd","positive, negative, negative","place, maintained, visitors"
36f972f0034940d9bfa02a6eb38d9f51,2023-01-23 17:57:57,Floating Market Lembang,Tempat piknik keluarga yang bagus dan harga makanan standar juga rasanya standar dan permainannya  lumayan seperti lainnya rainbow slide,4,neutral,neutral,positive,"A good family picnic spot and the food prices are standard, the taste is also standard, and the games are decent like other rainbow slides.","spot, price, food, entertainment","positive, neutral, neutral, neutral","spot, prices, taste, games"
5d545ac32d944e37bc679f3dd415e9fe,2021-02-15 13:04:06,Taman Lembah DEWATA,Tempat nya masih tahap renovasi mungkin beberapa bulan ke depan perfect untuk weekend tidak terlalu ramai mungkin karena tempat nya luas,5,neutral,neutral,negative,"The place is still under renovation, maybe in a few months it will be perfect for the weekend. It's not too crowded, perhaps because the place is spacious.","place, crowd, place, spaciousness","neutral, neutral, positive, positive","place, renovation, crowded, place"
4879c4f735d54247b40947db7a3f426d,2019-02-15 13:29:34,Stone Garden,"Akses tidak terlalu sulit, viewnya lumayan keren walaupun banyak pemandangan tidak enak karna pabrik batu bara tapi tetap recommended :D",5,positive,neutral,negative,"Access isn't too difficult, the view is quite cool even though there are many unpleasant sights due to coal factories, but it's still recommended :D","accessibility, view, atmosphere","positive, positive, negative","Access, view, sights"
c81ee0db778c466895071df4bcfa27ee,2022-12-23 18:34:20,Orchid Forest Cikole,"coba deh kesini pas weekday, lebih bisa healing n menikmati suasana hutan pinus, suara kicau burung, semilir angin, daun2 lebih syahdu..",5,neutral,neutral,positive,"Try coming here on a weekday, you can heal and enjoy the pine forest atmosphere more, the sound of birds chirping, the gentle breeze, the leaves will be more serene...","atmosphere, nature, nature, nature","positive, positive, positive, positive","atmosphere, forest, birds, breeze"
52e9e2aa37884354b8bb15cc88bfeac5,2019-02-15 12:57:32,Kebun Begonia Lembang,"Kebunnya indah, asri, asyik buat foto"" dan harganya terjangkau pula .. kalau ke bandung bisa mampir kesana. Sayang lho klo gk mampir 😘 …",5,neutral,positive,positive,"The garden is beautiful, lush, and great for photos, and the prices are affordable too. If you go to Bandung, you can stop by there. It would be a shame not to stop by 😘...","garden, photo, price","positive, positive, positive","garden, photos, prices"
d27d08d1673942a39f80aadb1240eb98,2019-02-15 13:29:22,Stone Garden,"Tempat wisata dgn view yg bagus..
Minusnya jln ke lokasi msh krg bagus..  serta fasilitas msh kurang.. kebersihan jg hrs ditingkatkan lg",4,negative,negative,positive,"A tourist spot with a good view.
The downside is that the road to the location is still not good enough, as well as the facilities are still lacking. Cleanliness also needs to be improved further.","spot, view, road, facility, cleanliness","positive, positive, negative, negative, negative","spot, view, road, facilities, Cleanliness"
18830f7de65d4c9ba7d3f81d31221f6b,2019-02-23 17:58:25,Floating Market Lembang,"tempat makan enak, tapi sayang lokasi sdh kurang terawat, beda dari pertama kali saya datang kesana dlu masih bagus, mungkin karena baru",4,neutral,negative,neutral,"Delicious place to eat, but unfortunately the location is no longer well maintained, different from the first time I came there, it was still good, maybe because it's new","food, place, location, maintenance","positive, positive, negative, negative","eat, place, location, maintained"
1d1f150d6b374390be92442c92fea884,2021-02-15 13:43:51,Sanghyang Heuleut,"Akses kesana masih hanya bisa dilalui dengan berjalan kaki. Sebaiknya kesana jangan saat musim hujan, karena jalannya masih tanah merah.",5,negative,neutral,neutral,"Access there is still only possible on foot. It is advisable not to go there during the rainy season, because the road is still red earth.","accessibility, road","neutral, negative","foot, road"
8046328e039d451fb19cf155c3665782,2022-02-15 14:15:49,Bukit Senyum,"
Area pohon pinus, Anda bisa berkemah di sini, hiking singkat, atau sekadar makan siang bersama teman-teman sambil menikmati udara segar",5,neutral,neutral,positive,"Pine tree area, you can camp here, go for a short hike, or simply have a picnic with friends while enjoying the fresh air","nature, place, activity, air","positive, positive, neutral, positive","Pine tree, here, hike, air"
6736c0c5f51f47278e4a89444c66dbe1,2022-08-23 17:57:32,Floating Market Lembang,"Tempat wisata terbaik di Lembang dengan view bagus dan bermacam variasi makanan, harga tiket masuk mobil 10rb harga tiket perorang 30rb.",5,neutral,neutral,positive,"The best tourist spot in Lembang with a good view and a variety of food, car entrance ticket price 10rb, per person ticket price 30rb.","spot, view, food, entrance, ticket, ticket","positive, positive, positive, negative, negative, negative","spot, view, food, entrance, ticket, ticket"
c9d5b83a427b40acaa1653e14907b24b,2022-11-15 12:57:22,Kebun Begonia Lembang,"Sangat bagus untuk poto poto
Tpatnya pun bersih di kelola dengan baik tiket masuknya hanya Rp.20 rb saja
Saya dan keluarga sangat senang",5,neutral,neutral,positive,Very good for taking photos. The place is clean and well-managed. The entrance ticket is only Rp. 20 thousand. My family and I are very happy.,"photo, place, cleanliness, management, ticket","positive, positive, positive, positive, neutral","photos, place, clean, managed, ticket"
0b2b625f6b0445818b1a40219bdba984,2019-02-15 13:28:48,Stone Garden,"Taman batu goepark citatah

Spot pemandangan yang indah sekitar bandung barat di kelilingi bebatuan

Letak yang strategis dan terjangkau",4,neutral,neutral,positive,"Citatah Geopark Stone Park

A beautiful scenic spot around West Bandung, surrounded by rocks

Strategic and accessible location","spot, location, accessibility","positive, positive, positive","spot, location, accessible"
af080650583144aa9bb48b32484c1ebc,2020-02-15 12:57:29,Kebun Begonia Lembang,Walaupun kebun ya tidak terlalu besar tapi oke banget bunga2 nya terutama untuk yang suka foto keren dah harga tiket masuknya pun murmer,5,neutral,neutral,positive,"Although the garden isn't too big, the flowers are really great, especially for those who like taking cool photos, and the entrance ticket price is also cheap.","garden, photo, price, entrance","positive, positive, positive, positive","garden, photos, price, ticket"
92d98b0b7de9461a9826c44e5f3bb565,2019-02-15 13:28:44,Stone Garden,Tempat yang cocok buat menyatu dengan alam. Pemandangannya keren. Bisa dijadikan destinasi wisata yang pas buat keluarga atau pun teman.,4,neutral,neutral,positive,A suitable place to merge with nature. The scenery is cool. It can be a fitting tourist destination for family or friends.,"place, nature, scenery","positive, positive, positive","place, nature, scenery"
1062ecc13ae1453198e7e34104217e81,2019-02-23 17:58:44,Floating Market Lembang,"Floating market lebih di kenal dengan pasar apung.
Banyak wahana-wahana yang tersedia yang dapat di mainkan & juga untuk berfoto-foto. …",5,neutral,neutral,positive,"Floating markets are better known as floating markets.
There are many rides available to play on and also for taking photos. …","attraction, photo","positive, positive","markets, photos"
dcc79f50a89e4d089b2f280bd3379898,2022-05-15 12:24:41,Curug Tilu Leuwi Opat,"Wisata alam yang esthetic, sayang jalan menuju lokasi sangat jelek dan untuk menuju air terjun  harus melewati tangga dan jembatan bambu",5,negative,neutral,positive,"Aesthetic natural tourism, unfortunately the road to the location is very bad and to reach the waterfall you have to go through stairs and a bamboo bridge.","nature, road, trail, facility","positive, negative, negative, negative","natural, road, stairs, bridge"
97ab1b9397744bfba2cff62916e1b440,2023-02-02 17:58:00,Floating Market Lembang,Baguuuss banyak wahana... jajanan nya murah murah... cuma harus nyiapin cuan yg banyak sebelum kesini... karena tiap masuk wahana bayarr,5,neutral,positive,positive,"Great, lots of rides... the snacks are cheap... just have to prepare a lot of money before coming here... because you have to pay for each ride.","attraction, price, price","positive, positive, negative","rides, snacks, money"
33a6c00fbc274aeeb8189463885d83ab,2022-02-23 18:22:29,Terminal Wisata Grafika Cikole,"Paket lengkap. Mulai dari penginapan dgn fasilitas lengkap, hiburan, outbond, pemandangan yang indah, lokasi strategis, harga terjangkau.",5,neutral,positive,positive,"Complete package. Starting from accommodation with complete facilities, entertainment, outbound, beautiful scenery, strategic location, affordable price.","accommodation, facility, entertainment, scenery, location, price","positive, positive, positive, positive, positive, positive","accommodation, facilities, entertainment, scenery, location, price"
e750a8c2015840d7845579f3d95f810a,2022-03-23 18:04:08,Gunung Tangkuban Parahu,"6 maret 2022 tiket ny 30k. Mobil 40k. Hasil poto bagus2 di potoin sama tukang gelang,beliau juga menjelas kan sejarah Tangkuban perahu...",5,neutral,positive,neutral,"March 6, 2022. Ticket: 30k. Car: 40k. The photos turned out great, taken by the bracelet seller. He also explained the history of Tangkuban Perahu.","ticket, parking, photo, history","neutral, neutral, positive, neutral","Ticket, Car, photos, history"
a115a94b1ef546429bb52458ada6956e,2019-02-15 12:32:52,Taman Hutan Jayagiri Lembang,Luangkan waktu menikmati udara segar pegunungan sambil bertreking ria. Ada tempat makan di tengah hutan yg menyajikan masakan sunda asli.,5,neutral,positive,positive,Take time to enjoy the fresh mountain air while trekking joyfully. There is a dining spot in the middle of the forest serving authentic Sundanese cuisine.,"air, food","positive, positive","air, spot"
562cd883226c4ef1bdd423a4550d21d8,2022-11-23 18:12:56,Ciwangun Indah Camp (CIC),"Bagus kebun teh nya, cuma bingung arah soalnya ga ada petunjuk jelas. Sempat blusukan k area rumah warga dan ngarah ke jalan yg jelek bgt",3,neutral,neutral,neutral,"The tea plantation is nice, I was just confused about the direction because there were no clear signs. I ended up wandering into residential areas and found myself on a really bad road.","direction, signage, road","positive, negative, negative","plantation, direction, signs"
d16285c4e9174ec99a38e99490ca9d04,2020-02-23 18:04:32,Gunung Tangkuban Parahu,"Udara lumayan menyengat belerang, tapi cuaca sejuk pemandangan indah....
Lebih hati2 kalau berkunjung k sana karena  kawahnya masih aktif",1,neutral,neutral,positive,"The air is quite pungent with sulfur, but the weather is cool and the scenery is beautiful...
Be more careful if you visit there because the crater is still active","air, weather, scenery, attraction","negative, positive, positive, negative","air, weather, scenery, crater"
08c1beb356d7417f8a035178b4a41273,2021-02-15 13:04:18,Taman Lembah DEWATA,"Lumayan,tempatnya luas.tiket masuk terjangkau,bisa dituker minuman ringan.sewa perahu murah.waktu itu masih ada bangunan yang di renovasi",5,neutral,positive,positive,"Decent, the place is spacious. Affordable entrance ticket, can be exchanged for a soft drink. Cheap boat rental. At that time, there was still a building being renovated.","place, entrance, drink","positive, positive, positive","place, entrance, drink"
88a8ac216c0e4224965ec65190792d46,2021-02-23 18:34:28,Orchid Forest Cikole,"Tempatnya luas, banyak variasi pohon dan bunga. Banyak terdapat spot foto² yang cakep. Cocok nih untuk menghilangkan penat dari pekerjaan",5,neutral,neutral,positive,"The place is spacious, with many varieties of trees and flowers. There are many beautiful photo spots. It's suitable for relieving fatigue from work.","place, spaciousness, nature, photo, peacefulness","positive, positive, positive, positive, positive","place, spacious, trees, photo, fatigue"
208c8bc176894077a2e5cd598e716149,2020-02-15 11:58:48,Curug Malela,"Saya telah merekomendasikan bahawa curug Malela itu banyak misteri nya dan terutama keindahan yang sangat luar biasa takjub nya
By kokoro",4,neutral,neutral,positive,"I have recommended that Malela waterfall has many mysteries and especially its incredibly stunning beauty.
By kokoro","beauty, nature","positive, positive","beauty, waterfall"
53368e25c3fa49b789410474732e8668,2019-02-23 18:22:37,Terminal Wisata Grafika Cikole,"Suasana terbaik, tempat sangat nyaman, makanan sarapan juga luar biasa nikmat, cuma saja staff kurang ramah dan tempat kurang informatif.",4,neutral,negative,neutral,"The atmosphere is the best, the place is very comfortable, the breakfast food is also incredibly delicious, it's just that the staff are not very friendly and the place is not very informative.","atmosphere, place, food, staff, place","positive, positive, positive, negative, neutral","atmosphere, place, food, staff, informative"
9f723b91fe30452a979ed89199efa1fc,2019-02-15 21:07:29,Curug Panganten,Air terjunnya lumayan enak ada 2 air terjun cuman kondisi jalan yg belusukan ke tempat air terjunnya trus emang masih sepi pengunjung sih,4,neutral,neutral,neutral,"The waterfall is quite nice, there are 2 waterfalls, but the road condition to the waterfall is rough, and it's still quiet with few visitors.","attraction, road, quietness, crowd","positive, negative, positive, negative","waterfall, road, quiet, visitors"
8e02d1bdb0364d14b1ddb744ceed145c,2020-02-15 13:49:05,Curug Maribaya,"Tempat nya bagus untuk foto dan melepas penat , namun air curuganya keruh, beberapa tempat agak bau , tapi secara keseluruhan lumayan lah",4,neutral,negative,positive,"The place is good for photos and relieving stress, but the waterfall water is murky, some places smell a bit, but overall it's quite alright.","place, water, place, atmosphere","positive, negative, neutral, neutral","place, water, places, smell"
fe5405e7fe6b4de2b9f1a07475562f8e,2022-07-15 12:39:06,Sarae Hills,"Bagus, parkiran dalam dan parkiran tingkat luas, pengalaman baru utk keliling dunia lokal 😀, yg jembatan pas angin ada sensasi tersendiri",5,neutral,positive,positive,"Good, the indoor parking and multi-level parking are spacious, a new experience for local world tours 😀, the suspension bridge has a unique sensation.","parking, parking, activity, attraction","positive, positive, positive, positive","parking, parking, tours, bridge"
cc87cc3b6d9845758d718904276cd42f,2019-02-15 13:43:39,Sanghyang Heuleut,"Pemandangan yg begitu menakjubkan, alam asri dan batu ""alami serta air yg jernih membuat betah dan tidak bosen utk berkunjung kesini lagi",5,neutral,neutral,positive,"Such an amazing view, beautiful nature, and ""natural"" stones along with clear water make it enjoyable and not boring to visit here again.","view, nature, water","positive, positive, positive","view, nature, water"
8277ca8970184532ac134d55fad4b52b,2020-02-15 13:43:38,Sanghyang Heuleut,Mantap .. sebelum disuguhi surga tersembunyi di kabupaten Bandung barat ini .. kita harus trek motor dan menyusuri kebun warga juga hutan,3,neutral,neutral,positive,Awesome.. before being treated to this hidden paradise in West Bandung regency.. we have to trek by motorbike and go through residents' gardens and forests,"place, nature, trail, road","positive, positive, negative, negative","paradise, gardens, trek, motorbike"
90c196fd16dd43ca87304b2b8abd5a1c,2021-02-15 14:13:04,Sanghyang Kenit,"great place buat hunting foto asal bisa memilih spot spotnya, tapi untuk foto baiknya pagi hari atau sore hari, kalo siang terlalu bright",5,neutral,neutral,positive,"Great place for photo hunting, as long as you can choose the right spots. However, for good photos, it's best to go in the morning or afternoon. During the day, it's too bright.","place, photo, spot, photo, light","positive, positive, neutral, positive, negative","place, photo, spots, photos, bright"
19124031f47d4525a7f72849839af379,2020-02-23 18:23:16,Terminal Wisata Grafika Cikole,sumpah ini tempat nya enak sejuk damai tmpt nya cocok bat buat yg suka selfie.. skrg aku lg di wisata ini sumpah mantul bat deh pokok nya,4,neutral,neutral,positive,"This place is really nice, cool, and peaceful. It's perfect for those who like taking selfies. I'm at this tourist spot right now, and it's absolutely amazing, no doubt about it.","place, peacefulness, spot, photo","positive, positive, positive, positive","place, peaceful, spot, selfies"
d080497582ee494b96c5cb83b2e0314d,2019-02-15 21:06:32,Gunung Hawu,"Tempat asik untuk pendaki, memiliki track yang cukup ekstrim, tapi ketika kita tiba di puncak gak akan sia-sia perjuangan kita dari bawah",5,neutral,neutral,positive,"A cool place for hikers, with quite extreme tracks, but when we reach the summit, our struggle from below will not be in vain.","place, hiking, mountain","positive, positive, positive","place, hikers, summit"
d1c9a1e58936452c945c6cf6bdf5ad1f,2022-04-15 11:58:49,Curug Malela,"Sudah banyak perubahan yg positif mudah""an abis lebaran ini makin ramai pengunjung biar perekonomian ditempat wisata itu dpt maju kembali",5,positive,positive,neutral,"There have been many positive changes, hopefully after Eid, this place will be busier with visitors so that the economy at the tourist spot can advance again.","place, spot","positive, positive","place, spot"
fda94f805dfe4fdfafa725a808ebe6d2,2020-02-23 18:13:05,Ciwangun Indah Camp (CIC),"Tempat rekreasi yang menyenangkan, Fasilitas yang cukup baik, Lapangan Parkir luas dan Banyak hal lainnya yang bisa saya dapatkan disini.",5,neutral,positive,neutral,"A pleasant recreational place, fairly good facilities, ample parking, and many other things I can get here.","place, facility, parking","positive, positive, positive","place, facilities, parking"
8eaf59046d774739ba6c03717ea58fa5,2022-02-15 13:28:54,Stone Garden,masa ?jangan dikasih karna di pihak km ga ada klo ada yg kaya gitu bisa laporin ke pihak km di pos di depan saya tekan kan jangan dikasih,5,neutral,neutral,neutral,"Don't give it because you don't have any on your side. If there's anything like that, you can report it to your side at the post in front. I emphasize, don't give it.",,,
7f76ccc898354ec7b933542ad4854f33,2022-02-23 18:34:24,Orchid Forest Cikole,"rekomen yg mau ngisi weekend ke bandung,
cukup menempuh 1 jam dari penginapan atau stasiun bandung. tempatnya bagus, cocok yg suka foto².",5,neutral,neutral,positive,"Recommended for those who want to fill their weekend in Bandung,
It only takes 1 hour to get there from the accommodation or Bandung station. The place is good, suitable for those who like taking photos.","place, photo, location","positive, positive, neutral","place, photos, there"
c6ec15d932fc4c308f7892732cf74c0a,2020-02-15 13:05:05,Taman Lembah DEWATA,"Ini tempat adem banget! Enak buat duduk cari angin.. Luas pemandangannya terlihat dari segala arah. Anginnya adeemmm, suasana bikin tenang",5,neutral,neutral,positive,"This place is so cool! It's nice for sitting and catching some breeze. The view is spacious and visible from all directions. The breeze is so soothing, the atmosphere is calming.","place, air, view, atmosphere","positive, positive, positive, positive","place, breeze, view, atmosphere"
0f6b38dccf1446cb9238ad059bff0c1e,2022-02-23 17:57:09,Floating Market Lembang,"Tempatnya bagus bgt..jajanannya banyak...cocok untuk acara keluarga karena ada edukasi anak, instagramable, udara dan pemandangannya sejuk",5,neutral,neutral,positive,"The place is really good... lots of snacks... suitable for family events because there's children's education, it's instagrammable, and the air and scenery are cool.","place, food, atmosphere, nature, scenery","positive, positive, positive, positive, positive","place, snacks, events, education, scenery"
