id,datetime,location,text,rating,accessibility,facility,activity,english_translation
f1c33be4558442c08209eec8e87bbae2,2022-12-23 17:57:53,Floating Market Lembang,"jujur, bagusan pas terakhir kali ke sini tahun 2018 :')",5,neutral,neutral,neutral,
3bf11fb25b33424c815b6ff380060cc8,2022-05-15 12:24:47,Curug Tilu Leuwi Opat,"Curug nya ada banyak, dan curug yg terakhir agak ngumpet",5,neutral,neutral,neutral,
c883b059ea8d462c85d45f6694bbb3ba,2022-02-23 18:13:11,Ciwangun Indah Camp (CIC),Seru banget udara nya segar jadi pengen lagi ke sana hha,5,neutral,neutral,neutral,
c0cf6561799742d8a002c2ab9546c62c,2022-12-23 18:22:41,Terminal Wisata Grafika Cikole,"Tempat yg adem, masuk sdh termasuk wahana flying fox dll",4,neutral,neutral,positive,
3d25fe70b63546ce97b2ccf030cdaa43,2022-07-15 12:39:55,Sarae Hills,"Tempat nya enak pelayanan nya juga baik"" bagus buat poto",5,neutral,neutral,positive,
c30d569138f246a1b56c6a1e2e769a2e,2021-02-15 12:24:49,Curug Tilu Leuwi Opat,"Sayang pas ke sini airnya surut, tempat bagus dan nyaman",5,neutral,positive,positive,
9ac9ec7c0d52490b80e2d0c254f7aaed,2022-05-23 18:22:12,Terminal Wisata Grafika Cikole,"Enak buat krlga, anak bisa maen2 dgn aman jg...keren lah",5,neutral,positive,positive,
88ea6c1ba2ec4f41b00a452b457dfbfa,2020-02-15 13:49:23,Curug Maribaya,Cuma spot curug mini nya aja yg cukup menghiburku disini,4,neutral,neutral,positive,
5fbbc480b3084a3ba41a81a03118705b,2021-02-15 14:15:40,Bukit Senyum,Mantap pemandangan nya .... apa lagi bawa cewe .... haha,4,neutral,neutral,positive,
9f085bdc2876409590c3192dc285aa15,2022-02-15 21:07:30,Curug Panganten,"Tidak terlalu tinggi tapi cukup dingin
Siap basah kan ??",5,neutral,neutral,neutral,
392ec9aad1eb49f386c9d6769eeb3c1e,2021-02-15 13:49:24,Curug Maribaya,"Tempat yg asik, adem, asri daaaannn buat foto2 deeehh 😍 …",5,neutral,neutral,positive,
59b98719b5214190b4885d72bc2536c5,2019-02-15 13:24:45,Gunung Putri Lembang,"
Tempat yang nyaman untuk keluar dari lalu lintas di kota",5,neutral,neutral,positive,
5a8873df8fd546288f03103b3b3224c7,2022-02-15 12:39:39,Sarae Hills,tidak disaran kan untuk akhir pekan dan pas tanggal merah,5,neutral,neutral,neutral,
941695fb23334b9b9bd5dbce4fc5cdfe,2020-02-15 13:23:08,Gunung Putri Lembang,view nya mantep sekali tapu Antrian wc nya panjang banget,4,neutral,negative,positive,
6640328de6294e3db1106e20ba4485e8,2022-05-15 12:39:38,Sarae Hills,"Ada yg kurang pelayanan nya
Penawaran saat mau cap vasfor",5,neutral,negative,neutral,
57756e3ef30740f5ac8a42756b8fb703,2022-02-15 14:05:11,Curug Layung Camp Situ Lembang,"Tempatnya luas, jadi banyak tempat untuk area campcer 😉 …",5,neutral,neutral,positive,
610e530f2ff04528bdece00b070d5b60,2019-02-15 13:48:50,Curug Maribaya,"Suka bangt sma pemandangan, hampir nyerah pas pulang 😂😂 …",5,neutral,neutral,positive,
d7ebf409f752414db4462dd9a23c8519,2019-02-23 18:22:39,Terminal Wisata Grafika Cikole,Tempat outbond yg seru dengan suasana yg sejuk dan nyaman,4,neutral,neutral,positive,
5362c28fac9e4ef1ab6c2de69416ee79,2022-09-15 12:39:22,Sarae Hills,"Tempat nya bgus ,mushola nya juga bgus besih adem juga🥰 …",5,neutral,neutral,positive,
7cc53694544848029afc539912090986,2022-02-23 18:22:56,Terminal Wisata Grafika Cikole,Bagus. Sayang datang nya pas pandemi jd bbrp wahana tutup,5,neutral,neutral,neutral,
579a1cc7d5ab46ac965c077773a2365d,2022-02-15 13:29:10,Stone Garden,tempat nya enak indah dah pokonya jadi pengen ke sana lgi,5,neutral,neutral,positive,
92beb67a705a4bda9326c51580ecef79,2019-02-15 13:05:28,Taman Lembah DEWATA,"enak sih luas tp ga banyak spot foto
Masuk 15rb
Motor 5rb",4,neutral,negative,positive,
112faeaa4fa6449cab9c0d4ec6ac8686,2020-02-15 14:15:39,Bukit Senyum,"Banyak spot poto, arena bermain utk anak sejuk dan nyaman",5,neutral,neutral,positive,
6fa26ee9642a49b0afaeef8ed46feef4,2021-02-15 13:43:50,Sanghyang Heuleut,"Cukup asik buat hilanging penat ,,tp hati2 lh klo berenang",5,neutral,neutral,positive,
ab64a7f8afce43aa830f3665415cefd3,2021-02-23 18:05:33,Gunung Tangkuban Parahu,Sebagai urang Sunda asli ngga pernah bosen main kesini 🤭 …,5,neutral,neutral,neutral,
71232b7b164a483f87d121b52c0f11ef,2022-02-15 14:15:40,Bukit Senyum,Tinggal akses jalan ke lokasi aja diperbaiki.. sisa nya ok,5,negative,neutral,neutral,
09081b74ca5e4d0bbcd856b5f1f49c7b,2021-02-15 12:25:06,Curug Tilu Leuwi Opat,Tempat nya ada buat kemah sama buat santay bareng keluarga,2,neutral,neutral,positive,
7c1505e4ac334f5eb6935a653d222871,2019-02-23 18:23:28,Terminal Wisata Grafika Cikole,Lumayan buat piknik sama s doi wahana foto nya juga banyak,4,neutral,neutral,positive,
f6ffbf6a1c774ca9b04678ce6c574898,2020-02-15 13:48:47,Curug Maribaya,Tempatnya bagus..tp syg g bisa lebih dekat ke curugnya 😃 …,5,neutral,neutral,positive,
8cb94d124ec74e3d9ead8e15172df1a3,2022-02-15 12:24:59,Curug Tilu Leuwi Opat,"Lok deket banget dari parkiran..ga perlu jauh"" jln kaki😁 …",5,neutral,positive,positive,
6ad0aaa154c04e918d52358b8f99e154,2020-02-23 18:13:01,Ciwangun Indah Camp (CIC),"Seru, bisa jalan ke kebun teh, air sungainya dingin, seger",5,neutral,neutral,neutral,
16e05ee7e07945c29ba28cbcc9dfa356,2023-01-25 13:22:54,Gunung Putri Lembang,Bagus bgt tapi banyak biaya tambahan kayak ke wc aja bayar,5,neutral,neutral,neutral,
a25161c53dd84624ae2c2f228f6a09ed,2022-02-15 12:32:53,Taman Hutan Jayagiri Lembang,mantap buat berkemah . sama buat berkemah saya kesitu juga,5,neutral,neutral,positive,
6a834560c99f4eb3929e19049925318e,2022-10-15 12:57:05,Kebun Begonia Lembang,Tiket masuknya bisa ditukar es lilin dan es lilinnya enak.,5,neutral,neutral,neutral,
97c7eb1f37064562b88bccac3c22d39a,2019-02-15 13:30:03,Stone Garden,"Tmpt yg bagus buat yg suka selfi,, dan tiket nya pun murah",5,neutral,neutral,positive,
d95c6eee22144a26b6f817e7bb68577e,2020-02-15 12:57:30,Kebun Begonia Lembang,"Taman yg indah dan terawat, banyak tempat utk berselfi ria",5,neutral,neutral,positive,
4f08d28774a84cbeb58f0c3da2036190,2023-01-15 12:39:26,Sarae Hills,Bagus view nya masih ada beberapa venue yang belum selesai,5,neutral,neutral,positive,
011b2d8feea14890a9a587bb8660b7bc,2022-02-15 12:24:52,Curug Tilu Leuwi Opat,Track paling seru yg wajib di coba buat semua haiking 🤗🤗 …,5,neutral,positive,neutral,
ce644a53c4b845a9ad01a9aee5851832,2020-02-23 18:22:58,Terminal Wisata Grafika Cikole,"Mantap buat yang mau out bond, camping, dll yg suka outdor",5,neutral,positive,positive,
e352a0af309b4e5285ec97eeb3b7eb4c,2022-02-15 14:13:08,Sanghyang Kenit,Mantap kali gais byk batu-batu gede yg cucok utk spot foto,5,neutral,neutral,positive,
8d2e98cf7dce409b88698ecfc289118a,2022-02-15 13:44:02,Sanghyang Heuleut,Tempatnya indah. Cocok untuk orang yang tidak bisa move on,5,neutral,neutral,positive,
7f1d88c307d346b9982a7e833d09ce43,2023-01-15 13:28:37,Stone Garden,"View nya luar biasa apa, apalagi di sore atau pagi hari...",4,neutral,neutral,positive,
1c79cca5213441d5a03fd4e871be0d97,2020-02-15 13:05:06,Taman Lembah DEWATA,Luas tempat nya. Utk biaya masuk 20rb weekday 25rb weekend,3,neutral,neutral,neutral,
147856a73dfa4cb597c265093fc9f4dc,2022-02-15 13:48:49,Curug Maribaya,Pdhal perjuangan luar biasa tp curug nya kotor bnyk sampah,2,neutral,negative,negative,
8e93c0d549474a6d8670559922319746,2019-02-15 13:49:27,Curug Maribaya,Hindari saat musim hujan karna licin & airnya kurang indah,5,negative,negative,neutral,
2df8b76cd6fd4a5daa7782aca378d962,2020-02-15 13:29:05,Stone Garden,Tempat ber selfie ria dengan spot bebatuan~ Stone garden ~,5,neutral,neutral,positive,
364866b1be4845678c81e15a5f708ca7,2022-07-15 11:58:48,Curug Malela,Luar biasa cuman sayang bngt ada kya sampah2 aja di airnya,5,neutral,neutral,positive,
f6e9eedc73ac4ab5a7e04470592a4dcc,2019-02-15 13:49:33,Curug Maribaya,"Wisata alam air terjun, pemandangan indah dan udara sejuk .",4,neutral,neutral,positive,
db1ce2418ba046669d8f22f365e60a60,2022-11-23 18:22:59,Terminal Wisata Grafika Cikole,"Bagus , Indah TerTata dgn Baik , Petugas nya Ramah d Sopan.",5,neutral,positive,positive,
84a09831478f48f6b6fc674fcbff6f2b,2021-02-15 13:30:06,Stone Garden,Pemandangan nya keren buat selfi fto dan enak buat merenung,5,neutral,neutral,positive,
46e83d9c947c42f0802da19e25cac8b8,2022-02-15 13:23:31,Gunung Putri Lembang,Tempan nya adem buat nenangin hati sama pikiran masih alami,5,neutral,neutral,positive,
bd88fa950fe941ab8179e096d1a1dcb3,2020-02-15 13:30:11,Stone Garden,"Tempat yg bagus, walo panas Ada beberapa saung untuk ngadem",4,neutral,neutral,positive,
a061c4ce1e9a4d62b042a25618de69ee,2019-02-15 13:30:06,Stone Garden,Bagus buat hunting foto suka dibuat tempat prewed juga lhoo,5,neutral,neutral,positive,
cebdd831023f464580a97dcb91796588,2019-02-15 14:15:39,Bukit Senyum,Hutan pinus luas di tambah pemandangan bukit hijau nyaa😎😎 …,5,neutral,neutral,neutral,
92e8db37d8e9488f8bbf711a93589969,2019-02-15 13:30:16,Stone Garden,Total 18.000 buat naik ke stone garden (belum biaya bensin),5,neutral,neutral,neutral,
103428b09a254a24b30c0da63c880ce6,2019-02-15 13:23:23,Gunung Putri Lembang,tempat kemping ceria yang asik. sunrise nya juga asik pisan,5,neutral,neutral,positive,
d4477a8f09884312a2db2e879bc3e1bd,2019-02-15 13:48:56,Curug Maribaya,Jalannya jauh tapi ada mamang ojeg yg siap antar jemput 😆 …,3,neutral,neutral,neutral,
83073a7814054033a3074403504194c7,2020-02-15 13:23:41,Gunung Putri Lembang,"Mau tanya, kalau disini ada buat penyewaan tenda nya ga ya?",5,neutral,neutral,neutral,
41fba4f3d56d4ad3bcbadd9bda5acda7,2022-03-15 13:23:52,Gunung Putri Lembang,Kebersihan harus tetep di jaga ya agar tetep indah alam ini,5,neutral,negative,neutral,
39d59885a89f4039b887b4c039f61b2d,2019-02-23 18:12:59,Ciwangun Indah Camp (CIC),Tempat ini cocok sekali untuk keluarga ada outbond nya juga,4,neutral,neutral,neutral,
9f1fd31fd98844919d91817e41a90275,2022-04-15 13:43:51,Sanghyang Heuleut,Tempat sangat indah di Bandung barat ..The secret heaven ..,1,neutral,neutral,positive,
9ed1ac2a141541c49040252b1fe5a420,2022-05-15 13:04:48,Taman Lembah DEWATA,"tempat masih dalam tahap finishing, HTM per orang Rp 10.000",5,neutral,neutral,negative,
af432538434247e4821629a4f46cd7f0,2022-02-15 13:43:46,Sanghyang Heuleut,Aku sih yess kalo mau ke yang alami ya kesini..purba banget,5,neutral,neutral,positive,
e40318e7c62a43148e5e7b9c6586ec79,2019-02-15 13:23:48,Gunung Putri Lembang,"Tempat sampah jauh banget, jangan lupa bawa turun sampah mu",4,neutral,negative,neutral,
5518638197e94019b273cb4040da3649,2023-01-23 18:34:22,Orchid Forest Cikole,"Tempatnya adem, jika sore lbh bagus krn ada lampu2 menyala.",1,neutral,neutral,positive,
ef0836f09a8c4e1d9961ea5209273245,2022-12-23 18:22:31,Terminal Wisata Grafika Cikole,"Adem, asik tempatnya buat wara wiri jln kaki menikmati alam",5,neutral,neutral,positive,
dbf753bc779442bdba8e30da0a8c9b7b,2021-02-15 13:23:08,Gunung Putri Lembang,Enak pisan kalo buat ngecamp. Asli dingin nya mantap pisan.,4,neutral,neutral,positive,
6fbbd397e25449299ddf35bcf71d80e7,2022-12-23 18:34:31,Orchid Forest Cikole,"Hawanya seger, cocok buat healing n offroad land rover 👍👍 …",5,neutral,neutral,positive,
b83c1182d67b446f87d85511a700a462,2022-05-23 18:05:11,Gunung Tangkuban Parahu,"Slain mlihat tangkuban perahu, qt jg bisa naik kuda di sini",3,neutral,neutral,neutral,
96886c9787f4411fbc37584face4e2f2,2021-02-15 13:29:54,Stone Garden,Suasana na enak cuman jalan akses masuknya masih belum bagus,5,negative,neutral,positive,
de1e4e8632354566bf85c0f0b9407fa3,2022-06-15 13:30:35,Stone Garden,Kalo dari stasiun padalarang jauh gk kalo naek angkutan umum,5,neutral,neutral,neutral,
9056b1178c9c4334952614f167926f57,2019-02-15 13:30:10,Stone Garden,Pemandangn alam dngn berbagai batu karang yg yunik and alami,3,neutral,neutral,positive,
f9a6f8b42fdd4451b3e7cc4e6ef68fbd,2021-02-15 13:22:57,Gunung Putri Lembang,. Tiket masuk camping jadi 20rb per orang.  tempat nya bagus,3,neutral,neutral,positive,
0fc89aed946e4160b488030dc0dc19fb,2019-02-15 13:28:56,Stone Garden,Lumayan nyaman u menghilangkan kepenatan sambil ber OR 🚲🚲🚲 …,5,neutral,neutral,positive,
509d82775e504997a88601bfbaa205cb,2019-02-15 13:28:58,Stone Garden,tempat OK yang sedikit butuh effort buat naik.. That's good.,4,neutral,neutral,positive,
186ec5a31ab7435788ef20db64744d98,2022-06-15 13:23:08,Gunung Putri Lembang,Toilet nya jorok :((( tapi view sama tempat campnya bagus🥰 …,5,neutral,negative,positive,
86216517bef64a3faa712a35d2064957,2022-06-23 18:05:24,Gunung Tangkuban Parahu,Salah satu gunung merapi aktif yg bisa dikunjungi dngn mudah,5,neutral,neutral,neutral,
1889a46795054241a98c9d65590dda7d,2020-02-15 12:32:51,Taman Hutan Jayagiri Lembang,kalau enggak ada motor trail masuk kayaknya bakal lebih asik,2,neutral,neutral,positive,
b9069a8b99634c07bea37f6554362672,2021-02-15 12:25:03,Curug Tilu Leuwi Opat,"View nya mantap, banyak wahana juga bnyak spot buat nyantai.",4,neutral,neutral,positive,
254d2d8100fc485ba9276c997d1d1b69,2021-02-15 14:05:19,Curug Layung Camp Situ Lembang," Tempat yang keren bagi saya untuk menekan kepala saya ...

",5,neutral,neutral,positive,
9087b42d38044e23b9c0e427c7cc33ed,2022-07-15 13:04:38,Taman Lembah DEWATA,Suka tempat ini ademm ... recomend tempat wisata d lembang .,4,neutral,neutral,positive,
0b5401609c1f473a8e6a388af75bf2b4,2022-05-15 14:09:07,Curug Cimahi / Curug Pelangi,View bagus dan Indah cocok untuk wisatawan luar kota Bandung,5,neutral,neutral,positive,
261034bd1e1f4e0cb9d4122c70a428be,2022-05-23 18:04:33,Gunung Tangkuban Parahu,"Tempat bgs utk wisata kel,jgn lupa bw baju hangat+srg tangan",5,neutral,neutral,neutral,
e86ad556462f4b9eaf6bc467041810fb,2019-02-15 13:23:17,Gunung Putri Lembang,Sangat indah kota bandung di lihat dari gunung putri lembang,5,neutral,neutral,positive,
4be4374042c94d739a1833927d59666c,2022-02-15 14:13:08,Sanghyang Kenit,kenapa masuk harus beli tiket mau nya gratis aj jd biar rame,5,neutral,neutral,neutral,
ce73d4b30dde4ca994ed4524c646577d,2022-07-15 12:57:11,Kebun Begonia Lembang,Sangat indah taman bunga namun syg bunga yg aku cari tdk ada,5,neutral,neutral,positive,
640ccf4ba75c4c52ac73d0aa33f514ea,2020-02-15 13:43:57,Sanghyang Heuleut,"Tempat nya keren , sejuk dan pemandangan nya memanjakan mata",5,neutral,neutral,positive,
41c5d7ce2ef443528fa5cd4cdf29be93,2020-02-23 18:13:01,Ciwangun Indah Camp (CIC),Tempat yg cukup asyik adem dan nyaman untuk liburan keluarga,5,neutral,neutral,neutral,
472756371d614566be64ada36e77ca6c,2023-01-15 12:39:45,Sarae Hills,"Fasilitas lengkap ; kuliner, wahana anak, & ada juga fashion",5,neutral,neutral,positive,
25404b2f328143ccae1b76e8fe679f0d,2022-05-15 14:20:46,Situ Ciburuy,"Rest area yang lumayan nyaman, view nya sejuk situ yg indah.",4,neutral,neutral,positive,
3f48ae12f38f4a5180debb109dcded43,2021-02-15 13:05:30,Taman Lembah DEWATA,Great! Lebih butuh tempat wisata alam spt ini. Rekomen. 😬👍 …,5,neutral,neutral,positive,
ca98b25f458b442eb2157fc9d682779e,2020-02-15 13:49:17,Curug Maribaya,curugnya kecil jd klo hny ingin melihat curug aj akan kecewa,3,neutral,neutral,negative,
fd2db373a4a14cf092d8a5b6eac19dc6,2019-02-15 13:49:24,Curug Maribaya,"Kotor, mushola ga ada air nya. Air terjun kotor, air sedikit",2,neutral,negative,negative,
1c249576884142dba171d202385297ae,2022-02-23 18:22:14,Terminal Wisata Grafika Cikole,"Suasana nyaman,adem ,soft bagus deh buat yg suka ootd 🌳🍂🌿💜 …",5,neutral,neutral,positive,
f91a07ceaa2b4142896fb0a09e2b8c46,2022-06-15 14:09:06,Curug Cimahi / Curug Pelangi,Yang jalanan mau sampai curug Licin.Tapi bagus sih view nya.,5,neutral,neutral,positive,
033463d02dff42249452deb160e760fc,2019-02-15 13:49:22,Curug Maribaya,"view nya biasa saja, lokasi air terjun jauh dari pintu masuk",3,negative,neutral,negative,
b7293d49ede741b0a87438d9c1b2044e,2019-02-15 14:15:34,Bukit Senyum,Tempat yang nyaman untuk melepas segala persoalan di kota ✔️,4,neutral,neutral,positive,
8dc0565e798d4398810ad7bf6e8415cd,2022-03-23 18:05:32,Gunung Tangkuban Parahu,Bagus parkirnya luas sarana belanja kuliner dan spot foto oke,5,neutral,positive,positive,
2bc60800020a41c9aa769df12cf86f88,2023-01-23 18:34:32,Orchid Forest Cikole,"Suka dengan tempat ini
Bersih dan rapi
Asyik bersama keluarga",5,neutral,positive,positive,
20d5a11b9810413aad3d21fb835b0a3a,2019-02-15 13:28:58,Stone Garden,Tempat nya bagus buat ngadem dan berfoto hrga masuk pun murah,5,neutral,neutral,positive,
34f39d500914436fae944b0764338947,2023-01-23 18:04:36,Gunung Tangkuban Parahu,Dari dulu sampai skrg msh tetap jadi tempat wisata yg menarik,5,neutral,neutral,neutral,
ba018eef22bc4c0fb8bc7f8bf76db8a6,2019-02-15 13:30:26,Stone Garden,"Sebelum viral mending sempetin ke sini, banyak spot bagus bro",4,neutral,neutral,positive,
aede833ca40e4d82b78cc5c2c6fdfecf,2022-02-23 18:22:53,Terminal Wisata Grafika Cikole,Lumayan lah kalo buat orang jenuh terus tiba-tiba pengen main,4,neutral,neutral,neutral,
21d0b3037d3c488eb58fdda091c6e33b,2020-02-15 13:44:01,Sanghyang Heuleut,Kalo di tempat pemberhentian angkot terus jalan ..jauh ga ya?,3,neutral,neutral,neutral,
9bea8a31ccb648928bc48b0833ef3bae,2019-02-15 14:18:35,Curug Sawer Cililin,"tempat lumayan dekat dengan jalan raya , hanya pas kesana pas",4,neutral,neutral,neutral,
cf0ff885d119467d9b8ceb0032a302dd,2020-02-15 13:30:19,Stone Garden,Tempat yg dibentuk alam cocok untuk berfoto dan dan bersepeda,4,neutral,neutral,positive,
