id,datetime,location,text,rating,accessibility,facility,activity,english_translation
59b98719b5214190b4885d72bc2536c5,15-02-2019 13:24,Gunung Putri Lembang,tempat yang nyaman untuk keluar dari lalu lintas di kota,5,neutral,neutral,positive,A comfortable place to get away from the city traffic
5a8873df8fd546288f03103b3b3224c7,15-02-2022 12:39,Sarae Hills,tidak disaran kan untuk akhir pekan dan pas tanggal merah,5,neutral,neutral,neutral,Not recommended for weekends and public holidays
941695fb23334b9b9bd5dbce4fc5cdfe,15-02-2020 13:23,Gunung Putri Lembang,viewnya mantap sekali tapu antrian wcnya panjang banget,4,neutral,negative,positive,"The view is amazing, but the toilet queue is very long."
6640328de6294e3db1106e20ba4485e8,15-05-2022 12:39,Sarae Hills,ada yang kurang pelayanannya penawaran saat mau cap vasfor,5,neutral,negative,neutral,"Something was missing in the service, the offer when I wanted to cap Vasfor"
57756e3ef30740f5ac8a42756b8fb703,15-02-2022 14:05,Curug Layung Camp Situ Lembang,tempatnya luas jadi banyak tempat untuk area campcer,5,neutral,neutral,positive,"The place is spacious, so there are many spots for camping areas."
610e530f2ff04528bdece00b070d5b60,15-02-2019 13:48,Curug Maribaya,suka banget sama pemandangan hampir nyerah pas pulang,5,neutral,neutral,positive,"Love the view so much, almost gave up on the way home."
d7ebf409f752414db4462dd9a23c8519,23-02-2019 18:22,Terminal Wisata Grafika Cikole,tempat outbound yang seru dengan suasana yang sejuk dan nyaman,4,neutral,neutral,positive,An exciting outbound location with a cool and comfortable atmosphere
5362c28fac9e4ef1ab6c2de69416ee79,15-09-2022 12:39,Sarae Hills,tempatnya bagus musholanya juga bagus besih adem juga,5,neutral,neutral,positive,"The place is good, the prayer room is also good, clean and cool."
7cc53694544848029afc539912090986,23-02-2022 18:22,Terminal Wisata Grafika Cikole,bagus sayang datangnya pas pandemi jadi beberapa wahana tutup,5,neutral,neutral,neutral,"It's good, dear, you came during the pandemic so several rides were closed"
579a1cc7d5ab46ac965c077773a2365d,15-02-2022 13:29,Stone Garden,tempatnya enak indah deh pokoknya jadi pengin ke sana lagi,5,neutral,neutral,positive,"The place is nice, beautiful, in short, it makes me want to go there again"
92beb67a705a4bda9326c51580ecef79,15-02-2019 13:05,Taman Lembah DEWATA,enak sih luas tapi enggak banyak spot foto masuk 15rb motor 5rb,4,neutral,negative,positive,"It's nice and spacious, but there aren't many photo spots. Entrance is 15,000 IDR, motorcycle parking is 5,000 IDR."
112faeaa4fa6449cab9c0d4ec6ac8686,15-02-2020 14:15,Bukit Senyum,banyak spot poto arena bermain untuk anak sejuk dan nyaman,5,neutral,neutral,positive,"Many photo spots in the playground, cool and comfortable"
6fa26ee9642a49b0afaeef8ed46feef4,15-02-2021 13:43,Sanghyang Heuleut,cukup asik buat hilanging penat tapi hati-hati boleh kalo berenang,5,neutral,neutral,positive,"pretty fun for relieving fatigue, but be careful when swimming"
ab64a7f8afce43aa830f3665415cefd3,23-02-2021 18:05,Gunung Tangkuban Parahu,sebagai urang sunda asli enggak pernah bosan main kesini,5,neutral,neutral,neutral,"As a native Sundanese person, I never get bored playing here."
71232b7b164a483f87d121b52c0f11ef,15-02-2022 14:15,Bukit Senyum,tinggal akses jalan ke lokasi saja diperbaiki sisanya ok,5,negative,neutral,neutral,"Only the road access to the location needs to be improved, the rest is okay."
09081b74ca5e4d0bbcd856b5f1f49c7b,15-02-2021 12:25,Curug Tilu Leuwi Opat,tempatnya ada buat kemah sama buat santay bareng keluarga,2,neutral,neutral,positive,There are places for camping and for relaxing with family.
7c1505e4ac334f5eb6935a653d222871,23-02-2019 18:23,Terminal Wisata Grafika Cikole,lumayan buat piknik sama sih doi wahana fotonya juga banyak,4,neutral,neutral,positive,"Pretty good for a picnic with a significant other, lots of photo booths too."
f6ffbf6a1c774ca9b04678ce6c574898,15-02-2020 13:48,Curug Maribaya,tempatnya bagus tapi sayang enggak bisa lebih dekat ke curugnya,5,neutral,neutral,positive,The place is nice but unfortunately you can't get closer to the waterfall.
8cb94d124ec74e3d9ead8e15172df1a3,15-02-2022 12:24,Curug Tilu Leuwi Opat,lok dekat banget dari parkiran enggak perlu jauh-jauh jalan kaki,5,neutral,positive,positive,"It's very close to the parking lot, no need to walk far."
6ad0aaa154c04e918d52358b8f99e154,23-02-2020 18:13,Ciwangun Indah Camp (CIC),seru bisa jalan ke kebun teh air sungainya dingin segar,5,neutral,neutral,neutral,"It's exciting to go to the tea plantation, the river water is cool and refreshing."
16e05ee7e07945c29ba28cbcc9dfa356,25-01-2023 13:22,Gunung Putri Lembang,bagus banget tapi banyak biaya tambahan kayak ke wc saja bayar,5,neutral,neutral,neutral,"Really good, but there are many additional costs, like even using the toilet costs money."
a25161c53dd84624ae2c2f228f6a09ed,15-02-2022 12:32,Taman Hutan Jayagiri Lembang,mantap buat berkemah sama buat berkemah saya kesitu juga,5,neutral,neutral,positive,"Great for camping, and for camping I went there too."
6a834560c99f4eb3929e19049925318e,15-10-2022 12:57,Kebun Begonia Lembang,tiket masuknya bisa ditukar es lilin dan es lilinnya enak,5,neutral,neutral,neutral,The entrance ticket can be exchanged for popsicles and the popsicles are delicious.
97c7eb1f37064562b88bccac3c22d39a,15-02-2019 13:30,Stone Garden,tempat yang bagus buat yang suka selfie dan tiketnya pun murah,5,neutral,neutral,positive,A good place for those who like selfies and the ticket is also cheap.
d95c6eee22144a26b6f817e7bb68577e,15-02-2020 12:57,Kebun Begonia Lembang,taman yang indah dan terawat banyak tempat untuk berselfi ria,5,neutral,neutral,positive,A beautiful and well-maintained park with many spots for selfies.
4f08d28774a84cbeb58f0c3da2036190,15-01-2023 12:39,Sarae Hills,bagus viewnya masih ada beberapa venue yang belum selesai,5,neutral,neutral,positive,"The view is good, there are still some venues that are unfinished"
011b2d8feea14890a9a587bb8660b7bc,15-02-2022 12:24,Curug Tilu Leuwi Opat,trekking paling seru yang wajib di coba buat semua haiking,5,neutral,positive,neutral,The most exciting trek that everyone must try for hiking
ce644a53c4b845a9ad01a9aee5851832,23-02-2020 18:22,Terminal Wisata Grafika Cikole,mantap buat yang mau out bond camping dll yang suka outdor,5,neutral,positive,positive,"Great for those who want to go outbound, camping, etc., and who like the outdoors."
e352a0af309b4e5285ec97eeb3b7eb4c,15-02-2022 14:13,Sanghyang Kenit,mantap kali gais banyak batu-batu gede yang cocok untuk spot foto,5,neutral,neutral,positive,"Awesome, guys! Lots of big rocks perfect for photo spots."
8d2e98cf7dce409b88698ecfc289118a,15-02-2022 13:44,Sanghyang Heuleut,tempatnya indah cocok untuk orang yang tidak bisa move on,5,neutral,neutral,positive,"The place is beautiful, suitable for people who can't move on"
7f1d88c307d346b9982a7e833d09ce43,15-01-2023 13:28,Stone Garden,viewnya luar biasa apa apalagi di sore atau pagi hari,4,neutral,neutral,positive,"The view is amazing, especially in the afternoon or morning."
1c79cca5213441d5a03fd4e871be0d97,15-02-2020 13:05,Taman Lembah DEWATA,luas tempatnya untuk biaya masuk 20rb weekday 25rb weekend,3,neutral,neutral,neutral,"The space is large, for an entrance fee of 20,000 on weekdays and 25,000 on weekends."
147856a73dfa4cb597c265093fc9f4dc,15-02-2022 13:48,Curug Maribaya,padahal perjuangan luar biasa tapi curugnya kotor banyak sampah,2,neutral,negative,negative,"pdhal: even though
perjuangan luar biasa: extraordinary effort
tp: but
curugnya: the waterfall
kotor: dirty
bnyk sampah: a lot of trash"
8e93c0d549474a6d8670559922319746,15-02-2019 13:49,Curug Maribaya,hindari saat musim hujan karena licin airnya kurang indah,5,negative,negative,neutral,avoid during the rainy season because it is slippery and the water is less beautiful
2df8b76cd6fd4a5daa7782aca378d962,15-02-2020 13:29,Stone Garden,tempat berselfie ria dengan spot bebatuan stone garden,5,neutral,neutral,positive,a place to take selfies with stone garden rock spots
364866b1be4845678c81e15a5f708ca7,15-07-2022 11:58,Curug Malela,luar biasa cuman sayang banget ada kayak sampah-sampah saja di airnya,5,neutral,neutral,positive,"Amazing, it's just a shame there's trash in the water."
f6e9eedc73ac4ab5a7e04470592a4dcc,15-02-2019 13:49,Curug Maribaya,wisata alam air terjun pemandangan indah dan udara sejuk,4,neutral,neutral,positive,"Nature tourism, waterfall, beautiful scenery, and cool air"
db1ce2418ba046669d8f22f365e60a60,23-11-2022 18:22,Terminal Wisata Grafika Cikole,bagus indah tertata dengan baik petugasnya ramah di sopan,5,neutral,positive,positive,good beautiful well-organized staff is friendly polite
84a09831478f48f6b6fc674fcbff6f2b,15-02-2021 13:30,Stone Garden,pemandangannya keren buat selfie foto dan enak buat merenung,5,neutral,neutral,positive,The view is cool for selfies and nice for contemplation
46e83d9c947c42f0802da19e25cac8b8,15-02-2022 13:23,Gunung Putri Lembang,tempannya adem buat nenangin hati sama pikiran masih alami,5,neutral,neutral,positive,"It's cool to calm the heart and mind, still natural"
bd88fa950fe941ab8179e096d1a1dcb3,15-02-2020 13:30,Stone Garden,tempat yang bagus walo panas ada beberapa saung untuk ngadem,4,neutral,neutral,positive,"A nice place, even though it's hot, there are several gazebos to cool off in."
a061c4ce1e9a4d62b042a25618de69ee,15-02-2019 13:30,Stone Garden,bagus buat hunting foto suka dibuat tempat prewedding juga loh,5,neutral,neutral,positive,"Good for photo hunting, also often used for pre-wedding locations, you know."
cebdd831023f464580a97dcb91796588,15-02-2019 14:15,Bukit Senyum,hutan pinus luas di tambah pemandangan bukit hijaunya,5,neutral,neutral,neutral,Vast pine forest plus the view of green hills
92e8db37d8e9488f8bbf711a93589969,15-02-2019 13:30,Stone Garden,total 18 0 buat naik ke stone garden belum biaya bensin,5,neutral,neutral,neutral,"total 18 0 to go up to stone garden, not including gas costs"
103428b09a254a24b30c0da63c880ce6,15-02-2019 13:23,Gunung Putri Lembang,tempat camping ceria yang asik sunrisenya juga asik pisan,5,neutral,neutral,positive,A fun camping spot with a really cool sunrise
d4477a8f09884312a2db2e879bc3e1bd,15-02-2019 13:48,Curug Maribaya,jalannya jauh tapi ada mamang ojeg yang siap antar jemput,3,neutral,neutral,neutral,"The road is far, but there's an ojek driver ready to pick up and drop off."
83073a7814054033a3074403504194c7,15-02-2020 13:23,Gunung Putri Lembang,mau tanya kalau disini ada buat penyewaan tendanya enggak ya,5,neutral,neutral,neutral,May I ask if there is tent rental here?
41fba4f3d56d4ad3bcbadd9bda5acda7,15-03-2022 13:23,Gunung Putri Lembang,kebersihan harus tetap di jaga ya agar tetap indah alam ini,5,neutral,negative,neutral,Cleanliness must be maintained so that this nature remains beautiful
39d59885a89f4039b887b4c039f61b2d,23-02-2019 18:12,Ciwangun Indah Camp (CIC),tempat ini cocok sekali untuk keluarga ada outboundnya juga,4,neutral,neutral,neutral,"This place is very suitable for families, it also has outbound activities."
9f1fd31fd98844919d91817e41a90275,15-04-2022 13:43,Sanghyang Heuleut,tempat sangat indah di bandung barat the secret heaven,1,neutral,neutral,positive,a very beautiful place in West Bandung the secret heaven
9ed1ac2a141541c49040252b1fe5a420,15-05-2022 13:04,Taman Lembah DEWATA,tempat masih dalam tahap finishing harga tiket masuk per orang rp 10 0,5,neutral,neutral,negative,"The place is still in the finishing stage. Entrance ticket price per person Rp 10,00"
af432538434247e4821629a4f46cd7f0,15-02-2022 13:43,Sanghyang Heuleut,aku sih yess kalo mau ke yang alami ya kesini purba banget,5,neutral,neutral,positive,"I'm a yes if you want to go natural, come here, it's very ancient."
e40318e7c62a43148e5e7b9c6586ec79,15-02-2019 13:23,Gunung Putri Lembang,tempat sampah jauh banget jangan lupa bawa turun sampah mu,4,neutral,negative,neutral,"The trash can is really far away, don't forget to take your trash down."
5518638197e94019b273cb4040da3649,23-01-2023 18:34,Orchid Forest Cikole,tempatnya adem jika sore lebih bagus karena ada lampu-lampu menyala,1,neutral,neutral,positive,"The place is cool, it's better in the afternoon because the lights are on"
ef0836f09a8c4e1d9961ea5209273245,23-12-2022 18:22,Terminal Wisata Grafika Cikole,adem asik tempatnya buat wara wiri jalan kaki menikmati alam,5,neutral,neutral,positive,cool place for strolling and enjoying nature on foot
dbf753bc779442bdba8e30da0a8c9b7b,15-02-2021 13:23,Gunung Putri Lembang,enak pisan kalo buat camping asli dinginnya mantap pisan,4,neutral,neutral,positive,"It's really delicious if you're camping, the cold is really amazing."
6fbbd397e25449299ddf35bcf71d80e7,23-12-2022 18:34,Orchid Forest Cikole,hawanya segar cocok buat healing n offroad land rover,5,neutral,neutral,positive,"The air is fresh, perfect for healing and off-roading in a Land Rover."
b83c1182d67b446f87d85511a700a462,23-05-2022 18:05,Gunung Tangkuban Parahu,slain mlihat tangkuban perahu kita juga bisa naik kuda di sini,3,neutral,neutral,neutral,slain mlihat tangkuban perahu qt jg bisa naik kuda di sini
96886c9787f4411fbc37584face4e2f2,15-02-2021 13:29,Stone Garden,suasananya enak cuman jalan akses masuknya masih belum bagus,5,negative,neutral,positive,"The atmosphere is good, but the access road is still not good."
de1e4e8632354566bf85c0f0b9407fa3,15-06-2022 13:30,Stone Garden,kalo dari stasiun padalarang jauh enggak kalo naik angkutan umum,5,neutral,neutral,neutral,Is it far from Padalarang station if you take public transportation?
9056b1178c9c4334952614f167926f57,15-02-2019 13:30,Stone Garden,pemandangn alam dngn berbagai batu karang yang yunik and alami,3,neutral,neutral,positive,Scenery with various unique and natural rocks
f9a6f8b42fdd4451b3e7cc4e6ef68fbd,15-02-2021 13:22,Gunung Putri Lembang,tiket masuk camping jadi 20rb per orang tempatnya bagus,3,neutral,neutral,positive,"Camping entrance ticket is 20 thousand per person, the place is nice."
0fc89aed946e4160b488030dc0dc19fb,15-02-2019 13:28,Stone Garden,lumayan nyaman lu menghilangkan kepenatan sambil beror,5,neutral,neutral,positive,quite comfortable to relieve fatigue while relaxing
509d82775e504997a88601bfbaa205cb,15-02-2019 13:28,Stone Garden,tempat ok yang sedikit butuh effort buat naik that sih good,4,neutral,neutral,positive,a decent place that requires a bit of effort to get to
186ec5a31ab7435788ef20db64744d98,15-06-2022 13:23,Gunung Putri Lembang,toiletnya jorok tapi view sama tempat campnya bagus,5,neutral,negative,positive,The toilet is dirty but the view and campsite are nice
86216517bef64a3faa712a35d2064957,23-06-2022 18:05,Gunung Tangkuban Parahu,salah satu gunung merapi aktif yang bisa dikunjungi dngn mudah,5,neutral,neutral,neutral,one of the active volcanoes that can be easily visited
1889a46795054241a98c9d65590dda7d,15-02-2020 12:32,Taman Hutan Jayagiri Lembang,kalau enggak ada motor trail masuk kayaknya bakal lebih asik,2,neutral,neutral,positive,"If there's no dirt bike coming in, it'll probably be more fun."
b9069a8b99634c07bea37f6554362672,15-02-2021 12:25,Curug Tilu Leuwi Opat,viewnya mantap banyak wahana juga banyak spot buat bersantai,4,neutral,neutral,positive,"The view is great, there are many rides, and also many spots for relaxing."
254d2d8100fc485ba9276c997d1d1b69,15-02-2021 14:05,Curug Layung Camp Situ Lembang,tempat yang keren bagi saya untuk menekan kepala saya,5,neutral,neutral,positive,a cool place for me to put my head
9087b42d38044e23b9c0e427c7cc33ed,15-07-2022 13:04,Taman Lembah DEWATA,suka tempat ini adem recommended tempat wisata di lembang,4,neutral,neutral,positive,"I like this place, it's cool, recommended tourist spot in Lembang."
0b5401609c1f473a8e6a388af75bf2b4,15-05-2022 14:09,Curug Cimahi / Curug Pelangi,view bagus dan indah cocok untuk wisatawan luar kota bandung,5,neutral,neutral,positive,"Great and beautiful view, suitable for tourists from outside Bandung."
261034bd1e1f4e0cb9d4122c70a428be,23-05-2022 18:04,Gunung Tangkuban Parahu,tempat bagus untuk wisata keluarga jangan lupa bawa baju hangat srg tangan,5,neutral,neutral,neutral,"A good place for a family trip, don't forget to bring warm clothes and gloves."
e86ad556462f4b9eaf6bc467041810fb,15-02-2019 13:23,Gunung Putri Lembang,sangat indah kota bandung di lihat dari gunung putri lembang,5,neutral,neutral,positive,Bandung city is very beautiful when seen from Mount Putri Lembang
