id,datetime,location,text,rating,accessibility,facility,activity,english_translation,text_length,summary
91dc525c1e8a49c8851af664633c7f1b,2019-02-15 12:57:10,Kebun Begonia Lembang,"Tempatnya sejuk. Bisa foto-foto sepuasnya disini. Bisa petik sayur sendiri, kalau mau dibawa pulang tinggal ditimbang hasil kita petik lalu bayar. Pelayanan ramah. Kamera hp boleh masuk, tp untuk kamera DSLR ada biaya tambahan sebesar 50ribu.",4,neutral,positive,positive,"The place is cool. You can take as many photos as you want here. You can pick your own vegetables, and if you want to take them home, you just weigh your harvest and pay. The service is friendly. Phone cameras are allowed, but there's an additional charge of fifty thousand for DSLR cameras.",54,"This attraction offers activities such as vegetable picking, with an option to purchase the harvest, and photography. The venue provides friendly service and has a policy that permits phone cameras but requires an additional fee for DSLR cameras."
91fdb8bcb9c64c6387e62f74ba871ed7,2022-09-23 17:57:01,Floating Market Lembang,"Htm 30k/orang & parkir motor 5k. Tiket bs ditukar dgn free drinks. Banyak sekali penjual makanan di pasar apungnya, banyak spot untuk foto, udara sejuk walaupun ramai, toilet dan mushola dimana2 tersedia, banyak arena untuk bermain juga, sangat cocok untuk keluarga.",5,neutral,positive,positive,"Entrance fee 30k/person & motorcycle parking 5k. Tickets can be exchanged for free drinks. Lots of food vendors at the floating market, many photo spots, cool air even though it's crowded, toilets and prayer rooms available everywhere, many play areas too, very suitable for families.",45,"This family-friendly attraction requires an entrance fee, which includes a complimentary drink, and a separate parking fee. The site is well-equipped with numerous food vendors, play areas, and photo spots, along with readily available restrooms and prayer rooms."
9385cd375ff9406c8088c30f1449b97c,2022-02-23 18:04:07,Gunung Tangkuban Parahu,Kebiasaan kesini tuh trail run lewat sukawana trs dah lama banget g jalur wisata.. Jadi kerasa mahalnya pas masuk.. Biasanya mah gratis.. Fasilitasnya lebih komplit but why ke kawah upas ditutup n harus pake guide yg seharga 100 ribu.. Yaaa aga sedih ajaa haha.. Banyak calo calo yang kaya gitu,4,neutral,positive,neutral,"My habit of coming here is trail running through Sukawana, and it's been a long time since I've been on the tourist trail. So it feels expensive when you enter. It used to be free. The facilities are more complete, but why is Kawah Upas closed and requires a guide costing 100 thousand? Yeah, it's a bit sad, haha. Lots of touts like that.",64,"The attraction now has more complete facilities but charges an entrance fee. Access to the Kawah Upas area is restricted, requiring visitors to hire a guide for an additional cost. Trail running is a mentioned activity at the site."
94525f059cd541bf9bed557950b6ec12,2022-02-15 14:05:19,Curug Layung Camp Situ Lembang,"
Cara yang sangat buruk jika pergi dengan sepeda motor karena jalanannya penuh batu. tapi itu membayar lebih jika datang dan melihat betapa indahnya tempat ini. Anda bisa berkeliling hutan, camping ground juga melihat air terjun. Jika Anda pergi bersama keluarga, arena ini adalah zona nyaman untuk anak-anak.",5,negative,neutral,neutral,"A very bad way to go by motorcycle because the roads are full of rocks. But it pays off more if you come and see how beautiful this place is. You can go around the forest, camping grounds, and see the waterfall. If you go with family, this area is a comfort zone for children.",55,"While access by motorcycle is difficult due to rocky roads, this family-friendly destination offers camping grounds, a forest to explore, and a waterfall."
96aac24d11a749b18b56f72c663f390a,2021-02-15 12:25:02,Curug Tilu Leuwi Opat,Tempat bagus tapi kebersihan nya kurang tempat sampah dan kamar mandinya kurang ok,3,neutral,negative,positive,"Nice place but the cleanliness is lacking, the trash cans and bathrooms are not very good.",16,"The attraction is described as pleasant, but its facilities, particularly the bathrooms and trash cans, are poorly maintained and unclean."
9919a90bd54b400999975e52208e3e33,2021-02-23 18:05:06,Gunung Tangkuban Parahu,"setiap ke Bandung selalu menyempatkan diri datang kesini, view nya sangat indah dan pengelolaannya selalu ada peningkatan.",5,neutral,neutral,positive,"Every time I come to Bandung, I always make time to come here. The view is very beautiful and the management is always improving.",24,"This well-managed attraction is a favored destination for repeat visitors, offering beautiful scenery and continuously improving facilities."
9d5ef0f8a15c48bdb3035ac93e47127f,2019-02-23 18:22:57,Terminal Wisata Grafika Cikole,"Hawa sejuk khas lembang, permainan outbound anak yg cukup banyak dan seru, resort yang sepertinya harus dicoba nih.

Waktu itu datang tanpa menginap hanya PP",5,neutral,neutral,positive,"Cool Lembang air, quite a lot of fun outbound games for kids, a resort that seems like it must be tried.

At that time, I came without staying overnight, just a round trip.",33,"This resort offers a variety of outdoor games for children and is accessible for day-trip visitors, as an overnight stay is not required."
9ebc8ccea69c4ed89d8498083c95c3e8,2022-06-23 17:57:23,Floating Market Lembang,"Sekarang ada wahana baru rainbow slide, tiket masuk 30rb/org bisa ditukar dengan minuman dingin dan Kopi segelas. Kalo mau makan harus tuker dengan koin dan ditambah pajak. Banyak pilihan jajanan ringan sampai berat. Tempat ini cocok buat bawa keluarga dan anak2..",5,neutral,neutral,neutral,"Now there's a new rainbow slide ride. The entrance ticket is Rp 30,000 per person and can be exchanged for a cold drink and a glass of coffee. If you want to eat, you have to exchange it with coins and add tax. There are many choices of snacks, from light to heavy. This place is suitable for bringing family and children.",62,"This family-friendly attraction features a new rainbow slide and offers a wide variety of food options. The Rp 30,000 entrance fee includes a complimentary drink, while food purchases require a separate coin exchange system."
9f29dabbc7f640fbbd43adb8981f8f1a,2019-02-23 18:04:44,Gunung Tangkuban Parahu,"Ga perlu trekking buat liat kawah. Wisata keluarga bgt, bayar masuknya lumayan mahal. Kalo bisa berangkat pagi, sebelum kabutnya turun. Kalo mau foto kliatan perahunya, pake mode panorama. Ga boleh turun k kawah, beda sama ijen yg boleh turun k bawah. Tapi klo dibandingkan dg ijen masih bagus kawah ijen, hehe...",4,negative,neutral,negative,"No need for trekking to see the crater. Very family-friendly tourism, the entrance fee is quite expensive. If possible, leave early, before the fog descends. If you want to photograph the boat clearly, use panorama mode. You can't go down into the crater, unlike Ijen where you can go down. But compared to Ijen, Ijen crater is still better, hehe...",60,"This family-friendly attraction provides easy crater access without trekking, though descending into it is prohibited. The site has a high entrance fee, and visitors are advised to arrive early to avoid fog for better photography and viewing opportunities."
a0dafa5016654768945c6657d0b562de,2022-10-23 18:05:10,Gunung Tangkuban Parahu,"Tempat yang indah, cocok untuk yang lagi liburan.saya berharap suatu saat bisa kembali lagi berkunjung ke tempat ini.",5,neutral,neutral,positive,"A beautiful place, perfect for those on vacation. I hope to visit this place again someday.",16,"The review describes the location as beautiful and ideal for a vacation but provides no specific information about its accessibility, facilities, or activities."
a0fcc97a662349478b0568574864d7bc,2023-01-23 17:57:41,Floating Market Lembang,"Datang dipenghujung liburan sekolah ternyata masih rame tapi masih wajar,tidak terlalu padat..banyak spot2 untuk berfoto tapi lebih suka nyobain makan sate ayam dan sate kelinci dari pasar apungnya, tentunya dengan cara tuker koin untuk transaksinya.

Satenya lezat bumbunnya..harganya masih bisa ditoleransi lah.",4,neutral,neutral,neutral,"Arriving at the end of the school holidays, it was still crowded but still reasonable, not too packed. There were many spots for photos, but I preferred trying the chicken satay and rabbit satay from the floating market, of course, by exchanging coins for the transactions.

The satay was delicious, the sauce was... the price was still tolerable.",58,"The attraction offers manageable crowds and photo opportunities, featuring a floating market where a special coin system is used to purchase food like the delicious and affordably priced satay."
a1bdddc5503e4ba5b1d602f145342ee0,2022-02-15 14:09:04,Curug Cimahi / Curug Pelangi,"Anak tangganya cukup tinggi, kalo musim hujan licin, banyak monyet, dibawah ada kantin & mushola",4,neutral,neutral,neutral,"The stairs are quite high, they're slippery during the rainy season, there are many monkeys, and below there's a canteen and a prayer room.",24,"The attraction is accessed via high stairs that can be slippery when wet, and features on-site facilities such as a canteen and a prayer room at its base. Visitors should also be aware of the presence of many monkeys."
a222913b49cd40ee86385c43408dc90d,2022-02-15 12:32:51,Taman Hutan Jayagiri Lembang,"Tempat hiking yang nyaman, sejuk, angin segar, pepohonan besar..
Track jalan yg nyaman menanjak..
Banyak warung tempat istirahat dan makan..
Pengalaman yg menyenangkan.. 🤩🤩🤩 …",5,neutral,positive,positive,"A comfortable, cool hiking spot with fresh air and large trees.
The path is comfortable and uphill.
Many stalls for resting and eating.
A pleasant experience. 🤩🤩🤩",27,"This hiking attraction offers a pleasant experience with a comfortable, uphill path through a cool, tree-filled environment. The trail is well-equipped with numerous stalls, providing visitors with places to rest and eat."
a4ab7b97b2f14d63b5491dd4729c14e5,2022-08-15 14:05:03,Curug Layung Camp Situ Lembang,"Tempatnya oke,
Tiket hanya 10K untuk hiking,20k untuk camping
Curugnya sendiri dr pintu masuk 15menit,
Area campingnya ada bbrpa lokasi.
Sayangnya aksesnya ke lokasi (dari dsn bambu ) sangat kurang bersahabat jalannya (rusaaaaak paraaaah)",3,negative,neutral,positive,"The place is okay.
Tickets are only 10K for hiking, 20K for camping.
The waterfall itself is 15 minutes from the entrance.
There are several locations for the camping area.
Unfortunately, the access to the location (from Dusun Bambu) is very unfriendly, the road is (terribly broken).",47,"This attraction offers affordable hiking and camping, with multiple camping areas and a waterfall located a short 15-minute walk from the entrance. However, the access road to the site is in very poor condition, presenting a significant challenge for visitors."
a54e8c23803a4e169d9cf17d546979e0,2021-02-15 13:05:07,Taman Lembah DEWATA,"Tempatnya bagus banget, menampilkan suasana bali terutama ornamen benteng pintu masuk dan beberapa patung bali. Danau buatan dengan ciri khas romantisnya. kemudian kita bisa sewa sepeda, beca kecil, dan ada foodcort untuk ngopi dan makan. cocok sekali bawa pasangan dan keluarga ketempat ini. view nya luar biasa.",5,neutral,neutral,positive,"The place is really great, it showcases a Balinese atmosphere, especially with the entrance gate ornaments and some Balinese statues. It has a man-made lake with its romantic characteristics. Then we can rent bicycles, small tricycles, and there's a food court for coffee and food. It's very suitable to bring a partner and family to this place. The view is amazing.",61,"This Balinese-themed attraction features a scenic, man-made lake and is well-suited for partners and families. Activities include renting bicycles and tricycles, while on-site facilities feature a food court offering coffee and meals."
a66631c89ce941dfa821a2b8dbacd2fa,2022-04-15 13:28:57,Stone Garden,"Tempatnya menarik buat dikunjungi, apalagi bareng pacar sambil menikmari sunrise. Hati-hati terhadap barang karena banyak monyet berkeliaran. Jalan masuk dan tempat parkir perlu dibenahi lagi sehingga jadi tempat wisata yang benar2 layak.",4,negative,negative,positive,"The place is interesting to visit, especially with a boyfriend/girlfriend while enjoying the sunrise. Be careful with your belongings as there are many monkeys roaming around. The entrance and parking area need to be improved to make it a truly worthwhile tourist spot.",43,"This attraction offers enjoyable sunrise viewing, but visitors should be cautious with their belongings due to numerous roaming monkeys. The site's accessibility and facilities, specifically the entrance and parking area, require improvement."
a69cc7229dd644a4a05c2f4d9a61e12f,2022-06-15 12:39:28,Sarae Hills,"Tempat wisata di lereng Gunung Putri Lembang, ketinggian di atas 1000 mdpl, sore kesini sejuk banget.. banyak spot foto instagramable pokoknya wajib ke sini kalau main ke Lembang selain floating market dan zoo",4,neutral,neutral,positive,"Tourist attractions on the slopes of Mount Putri Lembang, at an altitude above 1000 meters above sea level. It's very cool to come here in the afternoon. There are many Instagrammable photo spots, so it's a must-visit if you're going to Lembang besides Floating Market and the Zoo.",48,"Located at a high elevation on Mount Putri Lembang, this attraction offers a cool climate and numerous scenic spots, making photography its primary activity."
a81b921040aa432286d3cad7de63474c,2019-02-15 13:28:52,Stone Garden,"Serunya klo ke stone garden itu back packer aja...klo saya karna dari Cibaduyut pergi k stasiun Bandung naik angkot,d sambung naik kereta sampai stasiun Padalarang dan naik angkot lagi k stone garden sekitar 20menit....
Daannn nikmatin dech hiking si stone garden.....selamat mencobaaa...🤗💪💪 …",5,neutral,neutral,positive,"It's exciting to go to Stone Garden as a backpacker... As for me, since I'm from Cibaduyut, I take an angkot to Bandung station, then take a train to Padalarang station, and then take another angkot to Stone Garden, which takes about 20 minutes....
And then, enjoy hiking at Stone Garden..... Happy trying...🤗💪💪 …",54,"Stone Garden is accessible via public transportation, which includes taking a train to Padalarang station followed by an approximately 20-minute angkot ride. The primary activity mentioned at the location is hiking."
a9b6066417bf4df5bd2ae3ec39807b92,2023-01-23 18:34:34,Orchid Forest Cikole,"Nice place to visit kalau ke Bandung. Banyak cafe-cafe Instagram-worthy juga di dalemnya, kayak 450 Degree Pizza, Golden Pine, dsb. Banyak juga spot foto dan aktivitas (wahana?) seperti Kebun Anggrek, Wood Bridge, Flying Fox. Harga tiket masuk Rp 50rb per orang belum termasuk parkir",5,neutral,positive,positive,"Nice place to visit if you're going to Bandung. Lots of Instagram-worthy cafes inside too, like 450 Degree Pizza, Golden Pine, etc. Many photo spots and activities (rides?) like the Orchid Garden, Wood Bridge, Flying Fox. Entrance ticket price is Rp 50k per person, excluding parking.",46,"This Bandung attraction charges a Rp 50,000 entrance fee per person, excluding parking. On-site facilities include several Instagram-worthy cafes, and visitors can enjoy activities such as an Orchid Garden, a Wood Bridge, a Flying Fox, and numerous photo opportunities."
aa23c948639e4b2abcfdd715cf7e35ae,2021-02-23 18:04:18,Gunung Tangkuban Parahu,"Tempat liburan bwt keluarga yg keren bgt! Apalagi klo bw anak2 sambil maen jg mengenalkan alam dgn cara yg menarik & santai
Rute dari pintu utama jalannya bener2 enak lancar sejuk pula
Pas nyampe ke atas lumayan panas n bau belerangnya lmyn nyengat, tp anak2 excited bgt",5,positive,neutral,positive,"A really cool holiday spot for families! Especially if you bring children, it's a fun and relaxed way to introduce them to nature.
The path from the main entrance is really pleasant, smooth, and cool.
When you get to the top, it's quite hot and the sulfur smell is quite pungent, but the kids were really excited!",57,"This family-friendly nature attraction features a smooth, easily accessible path. The destination at the top is characterized by high heat and a strong sulfur smell, which provides an exciting experience for children."
aaf2c06b9594448cae68387b1680a607,2020-02-15 12:57:07,Kebun Begonia Lembang,"Begonia Park is one of the beautiful tourist spots with flowers that grow in the garden. And has a great photo spot.

Buat teman-teman yg sudah lama tinggal di rumah kalau mau refreshing menghirup udara segar bisa ke Taman Begonia.

Because it's a beautiful place - menurutku",5,neutral,neutral,positive,"Begonia Park is one of the beautiful tourist spots with flowers that grow in the garden. And has a great photo spot.

For friends who have been home for a long time and want to refresh by breathing fresh air, you can go to Begonia Park.

Because it's a beautiful place - in my opinion",55,"Begonia Park provides a refreshing outdoor experience, featuring a beautiful flower garden and dedicated photo spots for visitors."
ad66813449fa4550ba77e84f8cb9303f,2021-02-15 13:29:02,Stone Garden,"Tempatnya adem, ada banyak spot foto yang bagus dan instagramable, ada banyak saung-saung juga buat neduh. Tempatnya enak buat piknik tapi harus hati-hati kalau bawa makanan karena banyak monyet.",5,neutral,neutral,positive,"The place is cool, there are many good and Instagrammable photo spots, and there are also many gazebos for shade. It's a nice place for a picnic but you have to be careful if you bring food because there are a lot of monkeys.",44,"The attraction offers shaded gazebos and is well-suited for photography and picnicking, but visitors should be cautious with food due to the presence of numerous monkeys."
ae0111c8a15d4ea7bffa3af03188ec10,2022-02-23 18:22:04,Terminal Wisata Grafika Cikole,Yang sibuk dengan aktivitas sehari².. dengan bisingnya suara motor dan lalu lalang mobil.. butuh ketenangan dan relaksasi mata dengan yg hijau²... Yuuuk kesini aja... Nyaman loh.. mata dimanjakan dengan yg sejuk.. villa nya juga alami terbuat dr kayu².. pokoknya serba alami..,5,neutral,positive,positive,"For those busy with daily activities, with the noisy sound of motorcycles and passing cars... needing peace and eye relaxation with greenery... Let's come here... It's comfortable, you know. Your eyes will be pampered with the coolness... The villa is also naturally made of wood... everything is natural.",48,"This attraction offers a tranquil escape from busy urban life, providing a comfortable and serene environment ideal for relaxation. The site features a natural wooden villa and activities centered on enjoying the cool, green surroundings."
aed7cc42d1b44627b90780da6501e70f,2022-02-23 17:57:11,Floating Market Lembang,"Seru deh klo udah jalan sama keluarga. Apalagi kalau anak sudah besar nanti, akan jadi pengalaman positif yang akan terrekam di memorinya. Cuma ngga sempet masuk ke Flower Garden, karena saat itu gerimis.",5,neutral,neutral,neutral,"It's fun when you go out with family. Especially when the children are older, it will be a positive experience that will be recorded in their memories. I just didn't have time to go into the Flower Garden, because it was drizzling at the time.",45,"This family-friendly attraction is a memorable experience, especially for older children. It features outdoor facilities, such as a Flower Garden, so access to some activities may be impacted by weather conditions."
b1326ca11e894e0c95d615bd10387853,2021-02-15 14:05:04,Curug Layung Camp Situ Lembang,"Masih segar dengan pohon Cemara dan view perkebunan teh, cocok buat keluarga.
Hanya saja sampah masih berserakan.
Dan ada penjaga wana yg meminta tiket tambahan kalo mau ke arah perkebunan, padahal sebelum Curug tilu ada penjaga tiket masuk ke CIC.",3,neutral,negative,positive,"Still fresh with pine trees and tea plantation views, suitable for families.
It's just that garbage is still scattered around.
And there's a forest ranger who asks for an additional ticket if you want to go towards the plantation, even though before Curug Tilu there's a ticket seller for CIC.",50,"This family-friendly site offers scenic views of pine forests and a tea plantation, but the experience is diminished by scattered litter. Access to the plantation area is complicated by a confusing ticketing system that requires an unexpected additional fee."
b1cc1377773c4121bc943891fa5f6995,2022-12-15 14:09:00,Curug Cimahi / Curug Pelangi,jangan datang di musim hujan karena kases ke curug sering di tutup bila sedang musim banjir,5,neutral,neutral,neutral,don't come during the rainy season because access to the waterfall is often closed when there is flooding,18,Access to the waterfall is often restricted during the rainy season due to flooding.
b500d3a561de4d6fbc966c5ba8d40144,2022-07-23 18:34:07,Orchid Forest Cikole,"Sejuk berada di area hutan Pinus, malam hari cuaca dingin, sedia payung atau jas hujan karena siang pun bisa turun hujan. Ada wahana seperti skybridge+gratis flying fox, playground anak Orchid castle dan sesuai nama tempatnya di sini banyak tanaman anggrek.",5,neutral,neutral,positive,"It's cool in the Pine forest area; the weather is cold at night. Bring an umbrella or raincoat because it can rain even during the day. There are attractions like a skybridge + free flying fox, the Orchid Castle children's playground, and as the name suggests, there are many orchid plants here.",52,"This tourist attraction, set in a cool pine forest, features numerous orchid displays, a skybridge with a free flying fox, and a dedicated children's playground. Visitors should be prepared for potential rain and cold weather."
