,id,datetime,location,text,rating,accessibility,facility,activity,english_translation
10,4ec40a1ca73640aa9323b01b6d05b6ad,15-05-2022 13:43,Sanghyang Heuleut,tempatnya indah tapi akses jalur kesini lumayan sulit apalagi kalo ada hujan masih suka ada longaor,5,negative,neutral,positive,"The place is beautiful, but the access path here is quite difficult, especially when it rains, there are still often puddles."
11,fa09152d7d4d4999af8d540ec21837a1,15-10-2022 12:39,Sarae Hills,kalian sudah kesini belum coba deh buruan mumpung tempatnya masih baru,4,neutral,neutral,positive,"Have you guys been here yet? Try it, hurry while the place is still new."
12,49f2a4272a54448babd499756622b80d,13-02-2023 12:40,Sarae Hills,tempatnya sangat indah harga relatif tergantung dengna paket yang dipilih,5,neutral,neutral,positive,"The place is very beautiful, the price is relative depending on the package chosen."
13,55438791ceb4461894960de4a5dcfa35,23-12-2022 17:57,Floating Market Lembang,tempatnya enak untuk dikunjungi namun sayang bagi orang yang ingin kesini harap membawa duit banyak karena wahananya memiliki harga yang lumayan meskipun begitu wahananya worth itu lah sesuai dengan harga juga overall 10 10 semuanya ada di sana wahana makanan minuman dan barang-barang ikon floating market tersebut,5,neutral,neutral,positive,"The place is nice to visit, but unfortunately for those who want to come here, please bring a lot of money because the attractions are quite expensive. Despite that, the attractions are worth it and match the price. Overall, 10/10, everything is there, attractions, food, drinks, and the iconic floating market merchandise."
14,32f6eaeddfd14d81ba331dfdaf48a0aa,23-02-2020 18:13,Ciwangun Indah Camp (CIC),lumayan sih wisata airnya kurang beuuh tapi yang paljng senang itu ada permain-permainan terus ada kebun ten dan hutan pinus like itu guys,4,neutral,neutral,positive,"It's quite nice, the water attractions are a bit lacking, but the most enjoyable part is the games and then the flower garden and pine forest. Like it, guys."
15,94cd2ea8368e4071bd4159a62ba694be,15-02-2019 13:48,Curug Maribaya,bagus buat foto waktu ke sana ada banyak sampah di sungai dkt tempat foto sayangnya,4,neutral,neutral,positive,good for photos when going there there are a lot of trash in the river near the photo spot unfortunately
16,69962ed863df44a884de06a45e0556d4,23-02-2019 18:04,Gunung Tangkuban Parahu,lokasinya sangat memuaskan ketika saya bersama keluarga lokasi parkirnya enak luas harga teket masuknya atandar dan terjangkau lingkungan bersih cocok untuk liburan bersama keluarga,5,positive,positive,neutral,"The location is very satisfying when I'm with my family. The parking lot is good and spacious, the entrance ticket price is standard and affordable, the environment is clean, suitable for holidays with family."
17,3f1f91cb111b405695d24be3a93abeec,23-05-2022 17:57,Floating Market Lembang,tetap menjadi primadona wisatawan lokal udara sejuk penataan taman makanan ok ada wahana baru rainbow slide yang jadi favorit wisatawan saran penataan taman dan pemeliharaan agar ditingkatkan demikian juga untuk kolam renangnya,5,neutral,positive,positive,"remains the favorite of local tourists, the cool air, the garden arrangement, the food is okay, there is a new attraction, the rainbow slide which is a favorite of tourists. It is suggested that the garden arrangement and maintenance be improved, as well as for the swimming pool."
18,0c188513b62942c8bb4a1d55eaedc888,15-11-2022 12:39,Sarae Hills,semua lokasi wisata harus bayar harusnya di buat paket 1 kali masuk semua kawasan bisa di jelajahi jadi mau yang berwisata semua atau tidak 1 kali bayar mau kuliner wilayah sana juga harus bayar tiket masuk pengelola sana tolong diperhatikan saran saya biar tetap ramai walau baru 11 bulan di buka,3,neutral,neutral,neutral,"All tourist attractions should be paid for. It should be made into a package where one payment allows access to all areas. So, whether you want to travel everywhere or not, one payment is enough. Even those who want to enjoy culinary experiences in the area should also pay an entrance ticket. Management there, please consider my suggestion so that it remains popular, even though it has only been open for 11 months."
19,644929db607e4b8f9c089b491e3a3bdd,15-02-2022 20:54,Sirtwo Island Saguling,yang suka fhoto-fhoto selfie cocok nih ke sini tapi hati-hati ya handphonenya kecebur karena ke lokasi-lokasinya kita harus naik perahu bargas,5,neutral,neutral,positive,"This is perfect for those who like to take selfie photos, but be careful not to drop your phone because we have to take a boat to get to the locations."
20,ad472e2d330a45ada2e4d9d80dcb840f,23-02-2019 18:05,Gunung Tangkuban Parahu,alhamdulillah bisa sampai tempat ini yang jadi pertanyaan saya itu kawah kan sudah puluhan atau mungkin ratusan tahun terus kalau hujan airnya kemana ya kalau mau beli kaos mending di pasar baru atau di cibaduyut standar harga 100 ribu 5 kaos yang baju anak celana kaos sama 100 dapat 3 kalau makanan murah disini 25 kg,5,neutral,neutral,neutral,"Thank God I could reach this place. My question is, the crater has been here for tens or maybe hundreds of years, so where does the rainwater go? If I want to buy t-shirts, is it better at Pasar Baru or Cibaduyut? The standard price is 100 thousand for 5 t-shirts. For children's clothes, t-shirts and pants, you can get 3 for 100. For cheap food here, it's 25 kg."
21,60ef5390c8e94347b0d980c8cb315c3a,15-02-2020 14:15,Bukit Senyum,tempat wisata pegunungan yang bagus dan murah meriah tapi akses jalannya masih jelek,5,negative,positive,positive,"A good and affordable mountain tourist spot, but the road access is still bad."
22,3d3670e8971449b098a6853e0eeeef01,23-08-2022 18:35,Orchid Forest Cikole,asri segar bersih tempatnya luas banyak spot foto yang instagramable sayang belum pernah mencoba jembatannya haha next time kalo ke sana lagi ah,5,neutral,neutral,positive,"the place is beautiful, fresh, clean, spacious, with many instagrammable photo spots. too bad I've never tried the bridge haha, next time I go there again."
23,ae07b68650664f93a56bf92088c39f73,15-02-2019 13:29,Stone Garden,di stone garden kita dapat berfoto foto melihat pemandangan dari atas sejuk juga karena merupakan pegunungan tapi sayang aksesnya kurang bagus,4,negative,neutral,positive,"In the stone garden, we can take photos and see the view from above. It's also cool because it's a mountainous area, but unfortunately, the access is not very good."
24,c2a0d4b2274546c78cfbef22ab27c7d3,15-02-2022 14:09,Curug Cimahi / Curug Pelangi,"turun dan naik tangga pasti ""kerja keras seperti kuda-kuda hahaha tapi worth itu",5,neutral,neutral,neutral,"Go down and up the stairs, definitely ""hard work like a horse hahaha but worth it"
25,2dc32d2f9db844568a1e9e2ab7172647,15-02-2019 13:23,Gunung Putri Lembang,seru tempatnya asik agak dingin sih tapi cocok buat pendaki pemula sama buat yang dana terbatas soalnya harga tiket murah parkiran luas dan aman ada warung buat beli makanan sewa tenda hamok kompor dll pokoknya lengkap,5,neutral,positive,positive,"The place is exciting and fun. It's a bit chilly, but suitable for beginner hikers and those on a tight budget. The entrance ticket is cheap, parking is spacious and secure, and there are stalls to buy food, rent tents, hammocks, stoves, etc. It's really complete."
26,63e1191db1814b3493902093b096b363,23-02-2021 18:04,Gunung Tangkuban Parahu,dari tangerang kota hanya 3 jam sudah sampai begini tangkuban parahu masuk tol greenlake exit tolnya langsung subang,5,neutral,neutral,neutral,"From Tangerang city it's only 3 hours to reach Mount Tangkuban Parahu. Enter the Greenlake toll road, exit the toll road directly to Subang."
27,8f545bf369ea47c882b306411b7d2fb5,15-02-2019 13:30,Stone Garden,mau tanya dong disini bisa masuk elf besar enggak ya thx,4,neutral,neutral,neutral,"Just want to ask, can a big elf enter here? Thanks."
28,53cd2e9b02404740b522f6fc436f456e,15-02-2022 13:29,Stone Garden,bersih nyaman kalau kesini lebih baik pakai sunblok atau pakai pelidung dari matahari,5,neutral,positive,neutral,"Clean and comfortable. If you come here, it's better to use sunscreen or sun protection."
29,e73e061e9fed4815ae909e5c04aec7b6,15-02-2020 13:04,Taman Lembah DEWATA,lembah dewata sebelah kanan jalan dari arah lembang menuju cikole tiket murah rp 10rb orang tempatnya bagus buat poto-poto dan dalam tahap pembangunan untuk meningkatkan daya tarik pengunjung,4,neutral,positive,positive,"The Valley of the Gods is on the right side of the road from Lembang towards Cikole. Cheap ticket price Rp 10,000 per person. The place is good for taking photos and is still under development to increase visitor appeal."
30,d1709d67fd614194a40d64d98935f2cf,15-02-2022 12:39,Sarae Hills,buat foto-foto lumayan tapi menunggu shuttle kendaraan ke tempat spot foto dari pintu masuknya butuh 30-90 menit hanya untuk jarak yang tidak lebih dari 250 meter,2,neutral,neutral,positive,"The photos are decent, but waiting for the shuttle to take us to the photo spot from the entrance takes 30-90 minutes for a distance of no more than 250 meters."
31,57bc4e3aee7e471f906480bc77ba38d6,15-02-2020 13:22,Gunung Putri Lembang,tempat favorit untuk ngadem sudah seringkali kesini mulai dari tugu polisi yang belum diganti sampai sekarang telah direnovasi cocok untuk pemula yang ingin nanjak view kota dan udara lembang ya adem buat camping juga enak di atas sekali ada bangunan bersejarah bekas jaman penjajahan dulu,5,neutral,neutral,positive,"A favorite place to cool off, I've been here many times since before the police monument was replaced until now that it's been renovated. Suitable for beginners who want to hike, with city views and cool Lembang air. It's also nice for camping. At the top, there's a historical building from the colonial era."
32,c1ec316444c144758c2e1169fec69ac3,23-02-2020 18:22,Terminal Wisata Grafika Cikole,tempat wisata alam yang bagus buat menumbuhkan kepercayaan diri pada anak,5,neutral,neutral,positive,A great natural tourist destination for building children's self-confidence
33,5f58a9c2d2f7440bb4820bdd83c58774,15-12-2022 12:39,Sarae Hills,tempatnya bagus cocok untuk foto foto saran saya mencoba naik jembatannya bagus banget plus dapat pasport buat kenang kenangann,5,neutral,neutral,positive,"The place is nice, suitable for taking photos. My suggestion is to try riding the bridge, it's really great, plus you get a passport as a souvenir."
34,3b6fd4933d23419ebbe4f704a37cb339,23-02-2022 17:58,Floating Market Lembang,tempatnya bagus buat acara keluarga atau gathering kantor atau komunitas makanannya juga macam-macam dan wahana permainan airnya cukup safety dan disini itu cashless cuman spot foto-fotonya kalo bisa freelah jangan dikit-dikit bayar,4,neutral,positive,positive,"The place is nice for family events, office gatherings, or community events. The food selection is varied, and the water rides are quite safe. It's also cashless here. However, if possible, the photo spots should be free, not asking for payment at every turn."
35,be97b82510db4f87b864b3f2a8fe2d8a,23-02-2019 18:05,Gunung Tangkuban Parahu,bagus buat abadikan momen liburan di sini tempatnya juga indah banget mskipun panas tetap sejukk ber pokoknya dinginn,4,neutral,neutral,positive,"Great for capturing holiday moments, the place is also very beautiful. Even though it's hot, it remains cool, definitely cold."
36,349aa8ac3adc4a5c9fa31bfbc9bbebba,15-02-2022 14:13,Sanghyang Kenit,bersepeda dari bandung melalui jalan nasional harus hati-hati karena banyak kendaraan besar perjalanan yang melelahkan pada akhirnya sampai di sanghyang kenit tempat wisata alami yang sejuk,4,neutral,neutral,positive,"Cycling from Bandung via the national road requires caution due to many large vehicles. The tiring journey eventually leads to Sanghyang Kenit, a cool natural tourist destination."
37,84f64ff6c98b49c6911adbb72da6b348,15-02-2021 14:18,Curug Sawer Cililin,bagus treknya enggak auzubillah lewat hutan pinus banyak hamox disewakan murah meriah cuma bayar 10 ribu plus parkir jlnnya bagus cuma sayang debit airnya kecil dan banyak sampah tolong diperhatikan sama toiletnya ya biar banyak yang mau berkunjung,5,positive,positive,neutral,"The track is great, amazingly so. It goes through a pine forest with many hammocks for rent cheaply, only costing 10 thousand plus parking. The road is good, but unfortunately the water flow is small and there's a lot of trash. Please also pay attention to the toilets so that more people will want to visit."
38,b4fb309a80674c94936e591461de1b84,23-02-2021 18:04,Gunung Tangkuban Parahu,salah satu temlat wisata yang sangat populer di wilayah jawa barat terutama bandung akses jalan yang bisa dilalui dari arah bandung atau subang selain temlat wisata yang bersejarah disekitaran wilayahnya juga banyak spot temlat wisata yang enggak kalah jauh dengan yang lainnya,5,positive,neutral,positive,"One of the most popular tourist attractions in West Java, especially Bandung. The access road can be reached from Bandung or Subang. Besides the historical tourist spot, there are also many other tourist spots in the surrounding area that are not far behind."
39,622dd56072c2476eadab7e07aab1b16d,23-08-2022 18:04,Gunung Tangkuban Parahu,wisata alam parkiran luas dan ada tersedia toilet bersih dan dpot foto-foto ada juga pedagang yang menjual oleh-oleh dari tangkuban parahu,5,neutral,positive,neutral,Nature tourism with a large parking area and available clean toilets and photo spots. There are also vendors selling souvenirs from Tangkuban Perahu.
40,92b190bac59c48a595dd36deff426d34,15-02-2020 12:57,Kebun Begonia Lembang,cantik-cantik bunganya masyallah suka banget lihatnya segar mata dan mereka juga jual benihnya jadi bisa dibawa pulang,5,neutral,neutral,positive,"Beautiful flowers, wow, I really love looking at them, they're refreshing to the eyes, and they also sell seeds, so I can take them home."
41,d01009aaf74b4b578e61eedde0d94de6,15-07-2022 12:39,Sarae Hills,bagus lumayan luas ada free shuttle untuk antar jemput dari pintu masuk kawasan wisata punclut ke lokasi sarae hills harga tiket masuk 50rb untuk naik jembatan harus bayar lagi best time tapi visit sekitar jam 3an biar enggak panas mentereng,5,neutral,neutral,positive,"It's good, quite spacious, there's a free shuttle to pick up and drop off from the Punclut tourist area entrance to the Sarae Hills location. The entrance ticket price is 50,000 IDR. To go up the bridge, you have to pay extra. The best time to visit is around 3 PM so it's not too hot."
42,b6a877b41cea4bb0a5ba1a67d4ee80b7,23-02-2021 18:35,Orchid Forest Cikole,ini seperti hutan raya banyak pohon pinus letaknya di daerah cikole terdapat tempat khusus untuk koleksi anggrek,5,neutral,neutral,neutral,"This is like a rainforest, with many pine trees. It's located in the Cikole area and has a special place for orchid collections."
43,425d3f1bc7d54e8b8b372f704567d58c,23-02-2021 18:13,Ciwangun Indah Camp (CIC),yang mencari tempat cemping yang masih asri alami di sini tempatnya buat kawan-kawan,4,neutral,neutral,neutral,"For those looking for a camping spot that is still pristine and natural, this is the place for friends."
44,b1def4a2ac6647cc8829eccab3d07e14,15-12-2022 12:57,Kebun Begonia Lembang,banyak sekali jenis bunga-bunga baru yang belum pernah dilihat dan unik-unik,5,neutral,neutral,positive,There are so many new and unique kinds of flowers that have never been seen before.
45,3cc2dcde3906410280cc09ac479e4395,23-02-2022 18:13,Ciwangun Indah Camp (CIC),cic oke tempatnya nyaman aman ada toilet yang airnya ngalis dan pondok juga buat ngecas mushola juga ada kalau jalan sekitar 100an meter bisa dapat curug tilu,5,neutral,positive,neutral,"The place is comfortable and safe, with a toilet that has running water and a hut for charging. There's also a prayer room. If you walk about 100 meters, you can reach Curug Tilu."
46,23bc4546e7984838b606c58975708e74,15-02-2022 14:09,Curug Cimahi / Curug Pelangi,banyak anak tangga yang harus dilewati untuk sampai ke curugnya tapi karena tidak terlalu ramai jadi enak dikunjungi untuk quality time bersama yang terkasih,5,neutral,neutral,positive,"There are many stairs to climb to reach the waterfall, but because it's not too crowded, it's a nice place to visit for quality time with loved ones."
47,4f722a1f50994370bd1a6e1883937463,09-02-2023 17:57,Floating Market Lembang,tempat yang indah dan seru buat liburan bareng keluarga tercinta apalagi anak-anak pasti senang banget tiap diajak kesini,5,neutral,neutral,positive,"A beautiful and exciting place for a holiday with your beloved family, especially the children, they will definitely be very happy every time they are brought here."
48,f940aa284d404c0dad3facc582309739,23-07-2022 17:57,Floating Market Lembang,1 lokasi di lembang dan berbayar 30 ribu orang 2 kuliner sambil rekreasi alam 3 banyak pilihan makanan enak 4 feeding hewan yang menyenangkan 5 ada musholla dan toilet,5,neutral,neutral,neutral,"1 location in Lembang and costs 30 thousand per person
2 culinary while enjoying nature recreation
3 many delicious food options
4 fun animal feeding
5 there is a prayer room and toilet"
49,8f9aefad38134a50a67a1f04c6c3b2bd,23-02-2022 18:13,Ciwangun Indah Camp (CIC),mantap menari kita dukung pariwisata jabar bersama gentleman of indonesia jawa barat promosi gratis instagram,5,neutral,neutral,neutral,"Great dancing, let's support West Java tourism together with the gentlemen of Indonesia, West Java, free promotion on Instagram."
50,2f97a2e0bac24f30a3e1cc5c686086f6,23-02-2022 18:04,Gunung Tangkuban Parahu,kalau ksana ada mamang-mamang yang bantuin kita untuk ambil foto di tangkuban dan mereka jual souvenir harus pandai-pandai menawar karena pasang harganya lumayan bikin kaget,5,neutral,neutral,neutral,"If there are uncles who help us take photos at Tangkuban Perahu and they sell souvenirs, you need to be good at bargaining because their prices can be quite shocking."
51,482e103bb3df41abb05004fbf05cc7ae,15-10-2022 12:57,Kebun Begonia Lembang,banyak spot foto menarik prokes sudah dijalankan dengan baik lokasi mudah dicari,5,neutral,neutral,positive,"Many interesting photo spots, health protocols are well implemented, the location is easy to find."
52,6b9dcf3246bd4f6da6b8dd55e041caa5,15-02-2021 14:05,Curug Layung Camp Situ Lembang,buat yang suka cuaca dingin tempatkan pas banget sayang di curugnya kurang bersih,4,neutral,neutral,positive,"For those who like cold weather, this place is perfect, it's a shame the waterfall isn't very clean."
53,9236ee0d5dcd4370ac5bc7525f542ce6,23-05-2022 18:22,Terminal Wisata Grafika Cikole,tempat yang sangat luar biasa saya suka banget tempat ini kalo dekat bisa setiap haei saya kesini,5,neutral,neutral,neutral,"An absolutely amazing place, I love it so much. If it were closer, I could come here every day."
54,a1e64b5df54f4f47a27244257e21dc6b,23-02-2019 18:22,Terminal Wisata Grafika Cikole,tempatnya menarik ada berbagai macam outbound seperti flying fox paint ball jembatan tali jembatan goyang turun tebing selain itu terdapat banyak sekali pohon pinus dan kebun strawberry terdapat rumah hobbit yang membuat grafika cikole semakin menarik untuk dijadikan tempat berlibur dan berfoto-foto,5,neutral,neutral,positive,"The place is interesting with various outbound activities such as flying fox, paintball, rope bridges, swinging bridges, and rappelling. Besides that, there are lots of pine trees and strawberry gardens. There are also hobbit houses, which make Cikole's scenery even more attractive for a holiday destination and for taking photos."
55,967d580fae5d454eb8ebe8bfee274726,15-02-2019 13:43,Sanghyang Heuleut,jangan harap air hijau kalo musim hujan tidak di sarankan lebih baik musim kemarau saja,5,neutral,neutral,neutral,Don't expect green water if it's the rainy season. It's not recommended; the dry season is better.
56,50850278edf644db9327dbd446a88b12,15-02-2019 13:49,Curug Maribaya,tempatnya lumayan membungungkan pengunjung kurang ada petunjuk arah di temoat wisatanya,3,neutral,neutral,negative,"The place is quite confusing for visitors, there are not enough signs at the tourist attraction."
57,3ec9c80ee9f044a5b4b62d30f0b372f2,15-04-2022 12:24,Curug Tilu Leuwi Opat,tempatnya luas cocok untuk gathering keluarga akses tidak terlalu sulit ada parkir mobi tersedia kamar mandi dan tempat makan ada biaya tambahan ika naik tangga ke arah air terjun,4,positive,positive,positive,"The place is spacious and suitable for family gatherings. Access is not too difficult, and there is car parking available. There are bathrooms and dining areas. There is an additional fee if you go upstairs towards the waterfall."
58,af8711b550544d368b3f95771db0d02f,15-02-2020 13:29,Stone Garden,pemandangannya bagus guidenya juga ok tapi jalan dan fasilitasnya masih minim,3,negative,negative,positive,"The view is good, the guide is also okay, but the roads and facilities are still minimal."
59,f68b1cee259644c5a45962de2e7734a5,15-02-2019 13:28,Stone Garden,enak banget untuk ngehilangin rasa stres dengan melihat pemandangan yang indah banget disini,5,neutral,neutral,positive,It feels great to relieve stress by looking at the very beautiful scenery here.
60,a08932ff452a466f838802eeb66d4765,23-02-2021 17:58,Floating Market Lembang,sangat menyenangkan cocok buat liburan keluarga disaat akhir pekan tiket masuk dan aneka jajanan juga lumayan terjangkau,5,neutral,positive,positive,"very fun, suitable for a family vacation on the weekend, entrance tickets and various snacks are also quite affordable"
61,43a52fdd2ce34279b5b7dc3b89d16d75,23-05-2022 17:57,Floating Market Lembang,tarif per orang rp 30 0 free minuman 1x parkir mobil rp 10 0 kemudian di wahana juga ada tarifnya lagi,5,neutral,neutral,neutral,"per person rate IDR 30,000 free drink 1x car parking IDR 10,000 then at the attractions there are also rates again"
62,2337b312e4c944e2aaf1f836f2a79172,15-09-2022 12:39,Sarae Hills,senang banget bagus keren mantap deh banyak foto-foto aku di sarae hills pokoknya lokasi keren dan mantap puas aku semuanya senang dan puas,5,positive,neutral,positive,"So happy, good, cool, awesome! Lots of my photos in Sarae Hills. Anyway, the location is cool and awesome. I'm satisfied with everything, happy and satisfied."
63,f0beeadff1b645429c88a7f6f7bd9fd3,15-02-2019 14:18,Curug Sawer Cililin,jika dikelola lebih baik lagi mungkin akan menjadi alternatif tempat wisata di daerah cililin,5,neutral,neutral,neutral,"If managed even better, it could become an alternative tourist destination in the Cililin area."
64,394c51a3c67a41958bb1ccca84d45891,15-02-2022 12:57,Kebun Begonia Lembang,harga tiket per juni 2021 adalah rp-rp5 0 - harga cukup mahal untuk kebun yang tidak terlalu luas cukup 10-15 menit selesai eksplorasi semua tempat area parkir tidak luas kalau penuh harus di lapangan parkir seberang biaya parkir rp10 0 - mobil,4,neutral,negative,negative,"The ticket price as of June 2021 is Rp50,000 - the price is quite expensive for a not-so-large garden, it only takes 10-15 minutes to explore all the spots. The parking area is not spacious, if it's full, you have to park in the field across the street. Parking fee is Rp10,000 for cars."
65,9607d15909754bf483de035014911f13,15-02-2019 13:23,Gunung Putri Lembang,nikmati sunrise atau sunset cocok bawa hammock wajib banget kalo kesinimah,5,neutral,neutral,positive,"Enjoy the sunrise or sunset, perfect to bring a hammock, it's a must-have if you come here."
66,fa3ae6a868b747d1abc55d0d5f2c61df,23-02-2022 18:13,Ciwangun Indah Camp (CIC),camping di bukit senyum nyaman dan apalagi urun hujang menambah tantangan yang membawa nikmat tersendiri serta tiupan angin yang menerpa dedaunan pinus terngan suara yang menyejukkan,4,neutral,neutral,neutral,"Camping on Bukit Senyum is comfortable, and the drizzle further adds a challenge that brings its own pleasure, along with the wind blowing through the pine leaves, creating a soothing sound."
67,ced5239b991249859f4e44b15dad02b7,15-02-2021 13:23,Gunung Putri Lembang,tempat yang sejuk dan segar merupakan bukit yang ada di desa jayagiri dengan jalan kuasa pegunungan untuk sampai ke puncak,5,neutral,neutral,neutral,A cool and fresh place is a hill in Jayagiri village with mountain roads to reach the summit
68,c9cdb901004c4544974575f7f90933e2,15-02-2021 13:44,Sanghyang Heuleut,seru kalo ada yang mau ke sana saya siap jadi pemandu jalan,5,neutral,neutral,positive,"It's fun if anyone wants to go there, I'm ready to be a guide."
69,3363d9a56c6b46928da7ca5a86f4bd9e,15-02-2019 13:43,Sanghyang Heuleut,jalan 3km dari parkiran tapi tempat enggak bikin menyesal mantap,5,neutral,neutral,positive,"3km walk from the parking lot but the place is worth it, awesome"
70,2034bcadf4d44f46805acf183b430b27,23-02-2019 18:22,Terminal Wisata Grafika Cikole,tempat enak cuma untuk menginap komunikasi antar room dan housekeeping agak susah imbasnya kalau kita ada keperluan mendadak butuh room service agak lama,3,neutral,negative,neutral,"A nice place just for staying overnight, but communication between rooms and housekeeping is a bit difficult. As a result, if you have sudden needs for room service, it takes a while."
71,4337c15c690746b5aa9e64fec0eb815c,23-10-2022 17:57,Floating Market Lembang,pelayan ramah areanya sangat luas bagus dan indah sampai pegel muter muter cuma mungkin untuk harga wahana baik kota mini floating market agar lebih murah karena saya rasa tidak sesuai dengan experiencenya atau bisa ditambah keseruannya agar setimpal dengan yang dibayar,4,neutral,positive,positive,"The staff is friendly, the area is very spacious, good, and beautiful. I walked around until my feet hurt. However, perhaps for the price of the attractions like Kota Mini and Floating Market, it should be cheaper because I feel it's not in line with the experience, or the excitement could be increased to be commensurate with what was paid."
72,2e6009e8f082472a8f29b32c683fee63,15-02-2019 13:49,Curug Maribaya,di indonesia semua harus dijadikan uang ya enggak boleh bawa makanan sendiri kenapa foto bayar kenapa bahkan toilet harus bayar juga ya allah kalo di luar negeri taman kayak begini gratis,1,neutral,negative,negative,"In Indonesia, everything has to be turned into money, right? You can't bring your own food, why do you have to pay for photos, why do you even have to pay for the toilet? Oh my god, if this kind of park were free abroad."
73,6efc3473e19a4f4dba14db6e3c82d9ce,15-02-2020 13:49,Curug Maribaya,menyesal habis gue ke maribaya natural hotspring benar-benar berasa ke tempat pembuangan limbah cukup tahu dan enggak lagi-lagi buat yang belum pernah mending enggak usah deh ketimbang menyesal,1,neutral,neutral,negative,"I really regret going to Maribaya Natural Hot Spring. It truly felt like a landfill. I've learned my lesson and will never go again. For those who haven't been, it's better not to go at all than to regret it."
